title,url,summary,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,time_published
Author Leigh Bardugo reaches blockbuster deal with publisher,https://apnews.com/article/leigh-bardugo-book-deal-grishaverse-d363926a98f339b1b83a09307949beff,"This undated image released by Macmillan Children's Publishing Group shows author Leigh Bardugo. Bardugo has reached an eight-figure agreement with Macmillan Publishers for more more than a dozen of books, across several Macmillan imprints. ( Christina Guerrero/Macmillan Children's Publishing ...",0.182615,Somewhat-Bullish,,0.031865,Neutral,20230314T132725
Omdia: Global streamers' online original production returned to growth in 2022,https://www.benzinga.com/pressreleases/23/03/n31340039/omdia-global-streamers-online-original-production-returned-to-growth-in-2022,"LONDON, March 14, 2023 /PRNewswire/ -- After being hit by production delays and cancelations caused by the COVID-19 pandemic in 2021, content origination by the world's leading online streamers rebounded in 2022, according to new research published by Omdia's Digital Content & Channels ...",0.257927,Somewhat-Bullish,,0.366723,Bullish,20230314T131600
"Jenna Ortega Attracts Ire, Sympathy For 'Wednesday' Script-Changing Comments",https://www.forbes.com/sites/paultassi/2023/03/14/jenna-ortega-attracts-ire-sympathy-for-wednesday-script-changing-comments/,"While Jenna Ortega has become America's Goth Sweetheart after her world-storming role as Wednesday, one of Netflix's most popular series ever, some recent comments from her have generated controversy.",0.036032,Neutral,,0.001019,Neutral,20230314T131047
Michael Jordan's 'Last Dance' sneakers are going up for auction,https://www.cnbc.com/2023/03/14/michael-jordans-last-dance-sneakers-up-for-auction.html,"The Air Jordans are expected to be the most expensive pair of sneakers ever to appear at auction, estimated to sell for between $2 million and $4 million.",0.128406,Neutral,,0.188437,Somewhat-Bullish,20230314T130001
"Facebook, Instagram Abruptly Pull The Plug On NFTs, Leaving Artists Disappointed: 'Giving Up Before They've…Even Begun' - Meta Platforms  ( NASDAQ:META ) ",https://www.benzinga.com/markets/cryptocurrency/23/03/31334907/facebook-instagram-abruptly-pull-the-plug-on-nfts-leaving-artists-disappointed-giving-up-b,"Meta Platforms Inc.'s META announcement that it is ""winding down"" its work with non-fungible tokens, or NFTs, on Facebook and Instagram has left many NFT collectors and artists feeling disappointed and frustrated.",0.145942,Neutral,,0.16452,Somewhat-Bullish,20230314T110656
The Business School Whose Courses Compete With Netflix,https://www.forbes.com/sites/mattsymonds/2023/03/14/the-business-school-whose-courses-compete-with-netflix/,"The disruptive business model of Netflix is a popular HBS case in the MBA classroom. But the appeal of Stranger Things and Squid Games is also a source of reflection for business educators. ""When students are at home, we consider our main competitor is Netflix,"" explains NEOMA's Delphine Manceau.",0.268798,Somewhat-Bullish,,0.008181,Neutral,20230314T110341
3 Reasons to Avoid Dividend-Paying Stocks,https://www.fool.com/investing/2023/03/14/3-reasons-to-avoid-dividend-paying-stocks/,Focusing only on dividends might be shortchanging your portfolio.,0.140631,Neutral,,0.124377,Neutral,20230314T105100
"Netflix, Will 'Lockwood & Co.' Return For A Second Season? - Netflix  ( NASDAQ:NFLX ) ",https://www.benzinga.com/news/23/03/31335880/while-netflix-gears-up-to-premier-the-night-agent-netizens-want-news-about-this-show,"Netflix Inc. NFLX is currently gearing up to release its upcoming action thriller series ""The Night Agent,"" but netizens are more interested in knowing about the renewal of ""Lockwood & Co.""",0.199303,Somewhat-Bullish,,0.42287,Bullish,20230314T104805
1 FAANG Stock to Buy Hand Over Fist in March and 1 to Avoid Like the Plague,https://www.fool.com/investing/2023/03/14/1-faang-stock-to-buy-in-march-1-avoid-like-plague/,"Among Meta Platforms (formerly Facebook), Apple, Amazon, Netflix, and Alphabet (formerly Google), there's one historically cheap stock ripe for the picking and a pricey FAANG vulnerable to a potential recession.",0.07543,Neutral,,0.122082,Neutral,20230314T090600
Diamond Sports Expected to File for Bankruptcy This Week,https://www.fool.com/investing/2023/03/13/diamond-sports-expected-to-file-for-bankruptcy-thi/,"For Diamond Sports, it's the bottom of the ninth and they're down to their last strike. Carrying roughly $8 billion in debt following a $10.6...",0.08504,Neutral,,0.008478,Neutral,20230314T000006
Should Investors Buy Disney or Netflix Stock on the Dip?,https://www.zacks.com/stock/news/2065067/should-investors-buy-disney-or-netflix-stock-on-the-dip,"Two popular stocks that investors may consider are Disney (DIS) and Netflix (NFLX), let's see if it's time to buy either of these consumer discretionary giants after last week's selloff.",0.093047,Neutral,,0.147842,Neutral,20230313T221500
RAID: SHADOW LEGENDS BILLION-DOLLAR MOBILE GAME FRANCHISE TO BE MADE INTO LIMITED ANIMATED SERIES,https://investingnews.com/raid-shadow-legends-billion-dollar-mobile-game-franchise-to-be-made-into-limited-animated-series/,"Pixel United a Top 5 global mobile-first publisher with 5.5 million daily players worldwide, and Plarium a global leader in developing F2P mobile and PC games, today at South by Southwest ® ( SXSW ® ) Conference and Festivals announced the release of its first original limited animated series ...",0.351805,Bullish,,0.155272,Somewhat-Bullish,20230313T215218
RAID: SHADOW LEGENDS BILLION-DOLLAR MOBILE GAME FRANCHISE TO BE MADE INTO LIMITED ANIMATED SERIES,https://www.prnewswire.com/news-releases/raid-shadow-legends-billion-dollar-mobile-game-franchise-to-be-made-into-limited-animated-series-301770729.html,RAID: SHADOW LEGENDS BILLION-DOLLAR MOBILE GAME ... PR ...,0.360456,Bullish,,0.161072,Somewhat-Bullish,20230313T213200
RAID: SHADOW LEGENDS BILLION-DOLLAR MOBILE GAME FRANCHISE TO BE MADE INTO LIMITED ANIMATED SERIES,https://www.newswire.ca/news-releases/raid-shadow-legends-billion-dollar-mobile-game-franchise-to-be-made-into-limited-animated-series-827693911.html,RAID: SHADOW LEGENDS BILLION-DOLLAR MOBILE GAME ... Canada ...,0.360456,Bullish,,0.161072,Somewhat-Bullish,20230313T213200
RAID: SHADOW LEGENDS BILLION-DOLLAR MOBILE GAME FRANCHISE TO BE MADE INTO LIMITED ANIMATED SERIES,https://www.benzinga.com/pressreleases/23/03/n31331271/raid-shadow-legends-billion-dollar-mobile-game-franchise-to-be-made-into-limited-animated-series,"AUSTIN, Texas and LOS ANGELES, March 13, 2023 /PRNewswire/ -- Pixel United, a Top 5 global mobile-first publisher with 5.5 million daily players worldwide, and Plarium, a global leader in developing F2P mobile and PC games, today at South by Southwest® ( SXSW® ) Conference and Festivals ...",0.35184,Bullish,,0.160338,Somewhat-Bullish,20230313T213200
RAID: SHADOW LEGENDS BILLION-DOLLAR MOBILE GAME FRANCHISE TO BE MADE INTO LIMITED ANIMATED SERIES,https://www.benzinga.com/pressreleases/23/03/n31331272/raid-shadow-legends-billion-dollar-mobile-game-franchise-to-be-made-into-limited-animated-series,"AUSTIN, Texas and LOS ANGELES, March 13, 2023 /CNW/ -- Pixel United, a Top 5 global mobile-first publisher with 5.5 million daily players worldwide, and Plarium, a global leader in developing F2P mobile and PC games, today at South by Southwest® ( SXSW® ) Conference and Festivals announced the ...",0.353911,Bullish,,0.160106,Somewhat-Bullish,20230313T213200
"A TikTok exec says the company overrode its own algorithm to boost views for the World Cup and Taylor Swift, comparing the strategy to Netflix's recommendations",https://www.businessinsider.com/tiktok-exec-gamed-algorithm-heating-boost-world-cup-taylor-swift-2023-3,"TikTok Exec Says It Overrode Algorithm to Boost World Cup, Taylor ... - Business Insider ...",0.210744,Somewhat-Bullish,,0.201501,Somewhat-Bullish,20230313T180705
"What The 5 Best Streaming Services Are In 2023 - Amazon.com  ( NASDAQ:AMZN ) , Walt Disney  ( NYSE:DIS ) ",https://www.benzinga.com/general/entertainment/23/03/31321895/what-the-5-of-the-best-streaming-services-are-in-2023,"As streaming technology continues to rapidly evolve, more and more people are turning to streaming services as their go-to source for entertainment. In 2023, there continues to be a wide variety of streaming services to choose from.",0.14743,Neutral,,0.182275,Somewhat-Bullish,20230313T174235
Clio Celebrates 15 Years of Transforming the Legal Industry with Cloud-Based Technology,https://www.newswire.ca/news-releases/clio-celebrates-15-years-of-transforming-the-legal-industry-with-cloud-based-technology-883742194.html,Clio Celebrates 15 Years of Transforming the Legal Industry with ... Canada ...,0.414781,Bullish,,0.271919,Somewhat-Bullish,20230313T160000
"Best Ways to Invest $100,000",https://www.fool.com/investing/how-to-invest/how-to-invest-100k/,"Whether you received an unexpected windfall or saved it up over time, having $100,000 can help to put you on your way to long-term wealth if you invest it right.",0.224203,Somewhat-Bullish,,0.175264,Somewhat-Bullish,20230313T144212
Penn Badgley Wants 'You' To End With Season 5,https://www.forbes.com/sites/paultassi/2023/03/13/penn-badgley-wants-you-to-end-with-season-5/,"You season 5 may happen, but its star wants things to end there.",0.081062,Neutral,,0.079404,Neutral,20230313T141817
Warner Bros. Discovery  ( WBD )  Begins Rebranded Director Program,https://www.zacks.com/stock/news/2064811/warner-bros-discovery-wbd-begins-rebranded-director-program,"Warner Bros. Discovery (WBD) announces new rebranded director program, submissions will be open till Mar 20.",0.12577,Neutral,,0.042586,Neutral,20230313T141700
GM: 1 Unstoppable Stock to Buy in March 2023,https://stocknews.com/news/gm-stla-mbgaf-isuzy-msft-nflx-gfs-tm-1-unstoppable-stock-to-buy-in-march-2023/,GM: 1 Unstoppable Stock to Buy in March ...,0.264425,Somewhat-Bullish,,0.264645,Somewhat-Bullish,20230313T141227
Apple's  ( AAPL )  Animation Film Emerges Winner at 2023 Oscars,https://www.zacks.com/stock/news/2064797/apples-aapl-animation-film-emerges-winner-at-2023-oscars,"Apple's (AAPL) animation film The Boy, the Mole, the Fox and the Horse wins an Oscar for Best Animated Short Film.",0.33651,Somewhat-Bullish,,0.413131,Bullish,20230313T140100
Peering Into Netflix's Recent Short Interest - Netflix  ( NASDAQ:NFLX ) ,https://www.benzinga.com/short-sellers/23/03/31321257/peering-into-netflixs-recent-short-interest,"Netflix's NFLX short percent of float has fallen 7.04% since its last report. The company recently reported that it has 8.13 million shares sold short, which is 1.85% of all regular shares that are available for trading. Based on its trading volume, it would take traders 1.0 days to cover their ...",0.241618,Somewhat-Bullish,,0.085754,Neutral,20230313T140059
Silicon Valley Bank depositors are saved at the last minute,https://www.businessinsider.com/silicon-valley-bank-shutdown-meta-facebook-twitter-smarty-pants-2023-3,FDIC Saved Silicon Valley Bank Customers at the Last Second - Business Insider ...,-0.021861,Neutral,,0.010492,Neutral,20230313T113000
Council Post: Three Lessons On Leveraging Data For Strategic Financial Decision Making,https://www.forbes.com/sites/forbesfinancecouncil/2023/03/13/three-lessons-on-leveraging-data-for-strategic-financial-decision-making/,That is where the fun begins.,0.22141,Somewhat-Bullish,,0.026998,Neutral,20230313T113000
German Anti-war Epic 'All Quiet On Western Front' Claims Oscars Glory,https://www.barrons.com/news/german-anti-war-epic-all-quiet-on-western-front-claims-oscars-glory-f651534b,"A wrenching German adaptation of the classic war novel ""All Quiet on the Western Front"" clinched the Academy Award for best international feature on Sunday with its timely anti-militarist message.",0.075235,Neutral,,0.307094,Somewhat-Bullish,20230313T094529
"Warner Bros. Discovery Is First to Have This Streaming ""Aha"" Moment, but It Won't Be the Last",https://www.fool.com/investing/2023/03/13/warner-bros-discovery-first-have-streaming-aha/,The film and television studio recognizes there's still good money to be made by licensing content to other platforms.,0.184988,Somewhat-Bullish,,0.135274,Neutral,20230313T092000
The rise of the platform economy,https://www.ft.com/content/e5f5e5b9-3aec-439a-b917-7267a08d320f,"In scale and significance, the digital economy is now impossible to ignore. Customers are increasingly comfortable with buying goods and services online, reinforcing the move from physical to digital transactions. Successful operators use digital platforms to foster reliance and loyalty.",0.250995,Somewhat-Bullish,,0.167323,Somewhat-Bullish,20230313T090000
Oscars 2023: A list of all the Indians that have won the Academy Award,https://www.business-standard.com/article/entertainment/oscars-2023-a-list-of-all-the-indians-that-have-won-the-academy-award-123031300322_1.html,Oscars 2023: A list of all the Indians that have won the Academy ... Business Standard ...,0.638232,Bullish,,0.045126,Neutral,20230313T053800
"India Grabs Two Academy Awards: 'RRR's song,'The Elephant Whisperers' Emerge Winners",https://www.forbes.com/sites/swetakaushal/2023/03/13/india-grabs-two-academy-awards-rrrs-songthe-elephant-whisperers-emerge-winners/,India bagged two Oscars at the Academy Awards 2023 - one each for MM Keeravaani's song 'Naatu Naatu' from SS Rajamouli's 'RRR' and Guneet Monga's documentary 'The Elephant Whisperers'.,0.444334,Bullish,,0.377042,Bullish,20230313T053446
"Oscars 2023: Michelle Yeoh, Brendan Fraser win Best Actress, Best Actor",https://www.business-standard.com/article/international/oscars-2023-michelle-yeoh-brendan-fraser-win-best-actress-best-actor-123031300176_1.html,"Oscars 2023: Michelle Yeoh, Brendan Fraser win Best Actress, Best ... Business Standard ...",0.352202,Bullish,,0.2589,Somewhat-Bullish,20230313T042300
"Netflix Vs Disney: Who Won The Battle Of Oscars 2023? - Netflix  ( NASDAQ:NFLX ) , Apple  ( NASDAQ:AAPL ) , Walt Disney  ( NYSE:DIS ) ",https://www.benzinga.com/general/entertainment/23/03/31312973/netflix-vs-disney-who-won-the-battle-of-oscars-2023,"The 95th Academy Awards was a massive victory for streaming giant Netflix Inc NFLX, which received 15 nominations and won six trophies on Sunday night. Walt Disney Co. DIS, which had 22 nominations, ended up walking away with just two awards.",0.373707,Bullish,,0.588545,Bullish,20230313T035853
Oscars 2023: Guneet Monga's The Elephant Whisperers wins Best Documentary Short award | The Financial Express,https://www.financialexpress.com/entertainment/oscars-2023-guneet-mongas-the-elephant-whisperers-wins-best-documentary-short-award/3006681/,Oscars 2023: Guneet Monga's The Elephant Whisperers wins Best ... The Financial Express ...,0.578915,Bullish,,0.457506,Bullish,20230313T031655
Oscars 2023: The Elephant Whisperers wins Best Documentary Short Film award,https://www.business-standard.com/article/current-affairs/oscars-2023-the-elephant-whisperers-wins-best-documentary-short-film-award-123031300088_1.html,"The Elephant Whisperers"" depicts an unbreakable bond between two abandoned elephants and their caretakers. It is produced by Guneet Monga and Achin Jain of Sikhya Entertainment ...",0.357201,Bullish,,0.198356,Somewhat-Bullish,20230313T020900
German Anti-war Epic 'All Quiet On Western Front' Claims Oscars Glory,https://www.barrons.com/news/german-anti-war-epic-all-quiet-on-western-front-claims-oscars-glory-35588ce4,"A wrenching German adaptation of the classic war novel ""All Quiet on the Western Front"" clinched the Academy Award for best international feature Sunday with its timely anti-militarist message.",0.055117,Neutral,,0.307744,Somewhat-Bullish,20230313T015619
German Anti-war Epic 'All Quiet On Western Front' Claims Oscars Glory,https://www.barrons.com/news/german-anti-war-epic-all-quiet-on-western-front-claims-oscars-glory-35588ce4,"A wrenching German adaptation of the classic war novel ""All Quiet on the Western Front"" clinched the Academy Award for best international feature Sunday with its timely anti-militarist message.",0.597354,Bullish,,0.788635,Bullish,20230313T015619
'All Quiet On The Western Front' Wins Best Int'l Film Oscar,https://www.barrons.com/news/all-quiet-on-the-western-front-wins-best-int-l-film-oscar-cdccd2ee,"A wrenching German adaptation of the classic war novel ""All Quiet on the Western Front"" clinched the Academy Award for best international feature Sunday with its timely anti-militarist message.",0.597354,Bullish,,0.788635,Bullish,20230313T015030
'Guillermo Del Toro's Pinocchio' Wins Best Animated Film Oscar,https://www.barrons.com/news/guillermo-del-toro-s-pinocchio-wins-best-animated-film-oscar-1771f0a,"""Guillermo del Toro's Pinocchio,"" a strikingly dark take on the beloved children's book about an exuberant living puppet and his elderly wood-carver father, won best animated feature at the Academy Awards on Sunday.",0.066372,Neutral,,-0.105093,Neutral,20230313T003052
Oscar host Jimmy Kimmel riffs on Will Smith slap in his opening monologue,https://www.marketwatch.com/story/oscar-host-jimmy-kimmel-riffs-on-will-smith-slap-in-his-opening-monologue-f13e1b8d,"'If anyone here commits act of violence, you will be awarded the Oscar for best actor, and be permitted to give a 19-minute long speech' ...",0.130092,Neutral,,0.122696,Neutral,20230312T233600
2 Streaming Stocks For Your Watchlist This Week,https://stockmarket.com/featured/2-streaming-stocks-for-your-watchlist-this-week-2023-03-12,"In recent years, the streaming industry has grown exponentially due to the rising demand for online content consumption. Streaming companies provide their subscribers with online access to TV shows, movies, and other forms of entertainment.",0.344203,Somewhat-Bullish,,0.107397,Neutral,20230312T181149
Jenna Ortega said she hoped people wouldn't pay attention to her 'Wednesday' dance and faked excitement when it went viral,https://africa.businessinsider.com/celebrity/jenna-ortega-said-she-hoped-people-wouldnt-pay-attention-to-her-wednesday-dance-and/symbmrt,Jenna Ortega said she hoped people wouldn't pay attention to her ... - Business Insider Africa ...,0.322251,Somewhat-Bullish,,0.137947,Neutral,20230312T165232
Weekend Box Office: 'Scream VI' Sets Franchise Record With $44.5 Million U.S. Debut,https://www.forbes.com/sites/marisadellatto/2023/03/12/weekend-box-office-scream-vi-sets-franchise-record-with-445-million-us-debut/,The horror film grossed $67.1 million worldwide in its opening weekend.,-0.229154,Somewhat-Bearish,,-0.021625,Neutral,20230312T155757
Weekend Box Office: 'Scream IV' Sets Franchise Record With $44.5 Million U.S. Debut,https://www.forbes.com/sites/marisadellatto/2023/03/12/weekend-box-office-scream-iv-sets-franchise-record-with-445-million-us-debut/,The horror film grossed $67.1 million worldwide in its opening weekend.,-0.229154,Somewhat-Bearish,,-0.021625,Neutral,20230312T155757
Roku CEO Anthony Wood Spills the Beans on More Profitable Plans,https://www.fool.com/investing/2023/03/12/roku-ceo-spills-the-beans-on-profit-plans/,Don't miss out on Roku's incredible growth story and emerging focus on profitability.,0.339098,Somewhat-Bullish,,0.234345,Somewhat-Bullish,20230312T152100
Oscars fight for relevance in the streaming age,https://www.axios.com/2023/03/12/oscards-best-picture-top-gun-wakanda-slap,"All the pieces are in place for the Oscars to make a comeback on Sunday. But if a slate of popular movies and the spark from last year's controversial show can't rescue its ratings, then this may be its last gasp of relevance instead.",0.193623,Somewhat-Bullish,,0.06649,Neutral,20230312T123000
Silicon Valley is on a knife-edge after the collapse of SVB,https://www.businessinsider.com/insider-weekly-silicon-valley-bank-svb-boxabl-deel-ai-investing-2023-3,Silicon Valley on a Knife-Edge After Silicon Valley Bank - Business Insider ...,0.131451,Neutral,,-0.035028,Neutral,20230312T121700
"Millionaire Makers: 2 Stocks That Could've Made You Rich From a $10,000 Investment",https://www.fool.com/investing/2023/03/12/millionaire-makers-2-stocks-rich-10000-investment/,Here's a story about how long-term investing can have life-changing results.,0.253184,Somewhat-Bullish,,0.263541,Somewhat-Bullish,20230312T121100
DuJour Magazine Will Celebrate Spring Cover Star Christina Ricci at Chic Party with CEO & Founder Jason Binn,https://www.benzinga.com/pressreleases/23/03/n31309491/dujour-magazine-will-celebrate-spring-cover-star-christina-ricci-at-chic-party-with-ceo-founder-ja,"DuJour to toast its Spring cover star Christina Ricci with exclusive party at Lavo in New York City, hosted by media mogul Jason Binn, Peter Webster & Josh Fox",0.470884,Bullish,,0.055463,Neutral,20230312T000500
"Lights, Camera, Apple: Here's How To Stream Sunday's Oscars On Your iPhone, iPad, Mac, Or Apple TV - Netflix  ( NASDAQ:NFLX ) , Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/general/entertainment/23/03/31308887/lights-camera-apple-heres-how-to-stream-sundays-oscars-on-your-iphone-ipad-mac-or-apple-tv,"Attention, users of Apple Inc. AAPL devices - you can stream the Oscars this year on your iPhone, iPad, Mac and Apple TV+! What ( Will ) Happen: The 95th Academy Awards ceremony will be held this Sunday, March 12.",0.23066,Somewhat-Bullish,,0.626633,Bullish,20230311T193210
Jane Fonda says she felt 'totally paranoid' after taking the psychedelic peyote with Lily Tomlin,https://africa.businessinsider.com/entertainment/jane-fonda-says-she-felt-totally-paranoid-after-taking-the-psychedelic-peyote-with/j90el8y,Jane Fonda says she felt 'totally paranoid' after taking the ... - Business Insider Africa ...,0.088654,Neutral,,0.092501,Neutral,20230311T184428
An ex-Pornhub moderator said some videos that should've been taken down were missed and 'stayed up for months',https://www.businessinsider.com/pornhub-videos-that-shouldve-been-removed-stayed-up-for-months-2023-3,"Ex-Pornhub Moderator: Some Videos Were Missed, 'Stayed up for ... - Business Insider ...",-0.076231,Neutral,,0.001414,Neutral,20230311T161000
"Buzz: Oscars, Trump Letters, Elon Musk, Leo Messi, MrBeast, Chris Rock, Jay-Z & More - Netflix  ( NASDAQ:NFLX ) ",https://www.benzinga.com/general/entertainment/23/03/31216323/benzinga-buzz-oscars-trump-letters-elon-musk-leo-messi-mrbeast-chris-rock-jay-z-more,"Each week, Benzinga compiles the latest entertainment news into a cohesive column for your consideration. Read on for the latest updates - both useful and irreverent. Trophy Life.",0.115931,Neutral,,0.116574,Neutral,20230311T153701
Better Buy: Netflix vs. Walt Disney,https://www.fool.com/investing/2023/03/11/better-buy-netflix-vs-walt-disney/,Streaming struggles reveal the power of diversity.,0.093821,Neutral,,0.096502,Neutral,20230311T151500
These 3 Tech Stocks Are Building the Future,https://www.fool.com/investing/2023/03/11/these-3-tech-stocks-are-building-the-future/,It's all about digitization and more digitization for the leading players in these three industries.,0.174866,Somewhat-Bullish,,0.079614,Neutral,20230311T142300
Is Warner Bros. Discovery Stock the Best Value in Media?,https://www.fool.com/investing/2023/03/11/is-warner-bros-discovery-stock-the-best-value-in-m/,Warner Bros. Discovery's weaknesses overshadow its growth opportunities.,0.250369,Somewhat-Bullish,,0.343406,Somewhat-Bullish,20230311T134100
"The rise and fall of Birchbox, the once-buzzy startup valued at nearly $500 million that frustrated customers are now saying has 'vanished'",https://www.businessinsider.com/birchbox-rise-fall-company-history-2023-3,Birchbox Customers Say Company Has 'Vanished' for Months - Business Insider ...,0.054395,Neutral,,0.110672,Neutral,20230311T124500
"The rise and fall of Birchbox, the once-buzzy startup valued at nearly $500 million that frustrated customers are now saying has 'vanished'",https://africa.businessinsider.com/retail/the-rise-and-fall-of-birchbox-the-once-buzzy-startup-valued-at-nearly-dollar500/t4fg9br,"The rise and fall of Birchbox, the once-buzzy startup valued at nearly ... - Business Insider Africa ...",0.120061,Neutral,,0.113459,Neutral,20230311T124500
The Good News From Salesforce,https://www.fool.com/investing/2023/03/11/the-good-news-from-salesforce/,And we talk about people pulling back on spending on all those things that probably seemed essential in the earlier days of the pandemic.,0.151579,Somewhat-Bullish,,-0.004409,Neutral,20230311T113000
3 Top Stocks That Could Pay You $172 in Passive Income,https://www.fool.com/real-estate/2023/03/11/3-top-stocks-that-could-pay-you-172-in-passive-inc/,Looking to increase your passive income this year? Consider adding these high-yielding stocks to your portfolio.,0.303615,Somewhat-Bullish,,-0.040863,Neutral,20230311T103000
Why piecemeal digitalisation is risky for universities | The Financial Express,https://www.financialexpress.com/education-2/why-piecemeal-digitalisation-is-risky-for-universitiesnbsp/3005665/,Why piecemeal digitalisation is risky for universities The Financial Express ...,0.14233,Neutral,,0.134462,Neutral,20230311T080022
