title,url,summary,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,time_published
"PM Modi in Gujarat :PM Modi launches projects worth Rs 4,400 crore in Gujarat's Gandhinagar",https://www.business-standard.com/india-news/pm-modi-launches-projects-worth-rs-4-400-crore-in-gujarat-s-gandhinagar-123051200703_1.html,PM Modi in Gujarat :PM Modi launches projects worth Rs 4400 crore ... Business Standard ...,0.34716,Somewhat-Bullish,,-0.24871,Somewhat-Bearish,20230512T114900
Go First crisis will not change Indian aviation's growth trajectory: Boeing,https://www.business-standard.com/india-news/go-first-crisis-will-not-change-indian-aviation-s-growth-trajectory-boeing-123051200630_1.html,Go First crisis will not change Indian aviation's growth trajectory ... Business Standard ...,0.170594,Somewhat-Bullish,,0.091902,Neutral,20230512T110925
Analysis: Jet orders boom as airlines fear shortage,https://www.reuters.com/business/aerospace-defense/jet-orders-boom-airlines-fear-shortage-2023-05-12/,"[1/2] A Turkish Airlines Airbus A330-300 plane takes off from the city's new Istanbul Airport in Istanbul, Turkey, April 6, 2019. REUTERS/Umit Bektas/File Photo PARIS, May 12 ( Reuters ) - Planemakers can't build them but airlines can't stop buying them.",0.057682,Neutral,,-0.036668,Neutral,20230512T104600
"Market Diverges Despite Google Surge, Tame Inflation: Weekly Review",https://www.investors.com/news/market-rally-diverges-google-surges-on-ai-news-inflation-cools-but-breadth-weak/,"Market Rally Diverges. Google Surges On AI News, Inflation Cools ... Investor's Business Daily ...",0.0223,Neutral,,0.0,Neutral,20230512T102100
Small aerospace suppliers press for better protections against rising costs,https://www.reuters.com/business/aerospace-defense/small-aerospace-suppliers-press-better-protections-against-rising-costs-2023-05-12/,Small aerospace suppliers press for better protections against rising ... ...,-0.04551,Neutral,,-0.088041,Neutral,20230512T100900
Hindustan Aeronautics posts first decline in profit in 10 quarters,https://www.business-standard.com/companies/news/hindustan-aeronautics-posts-first-decline-in-profit-in-10-quarters-123051200503_1.html,"The company also said it incurred tax expenses of 124.7 million rupees in the quarter, against a gain of 5.28 billion rupees from tax refunds a year ago ...",0.047449,Neutral,,0.050788,Neutral,20230512T100636
Air Canada Reports First Quarter 2023 Financial Results,https://www.prnewswire.com/news-releases/air-canada-reports-first-quarter-2023-financial-results-301823036.html,"• Record first quarter passenger revenues of , more than double the first quarter of 2022, on a 53 per cent increase in operated capacity • Record first quarter operating revenues of , 90 per cent higher than first quarter 2022 and about 10 per cent higher than first quarter 2019 • Operating ...",0.172837,Somewhat-Bullish,,0.092467,Neutral,20230512T100000
Air Canada Reports First Quarter 2023 Financial Results,https://www.newswire.ca/news-releases/air-canada-reports-first-quarter-2023-financial-results-839400813.html,"• Record first quarter passenger revenues of , more than double the first quarter of 2022, on a 53 per cent increase in operated capacity • Record first quarter operating revenues of , 90 per cent higher than first quarter 2022 and about 10 per cent higher than first quarter 2019 • Operating ...",0.172837,Somewhat-Bullish,,0.092467,Neutral,20230512T100000
Emirates and Etihad are partnering. Will it mean a Mideast super airline?,https://www.cnn.com/travel/article/emirates-etihad-interline-partnership/index.html,"One country, two major airlines operating world-class long-haul fleets out of different major aviation hubs located close to one another. On paper, the United Arab Emirates' ownership of two powerhouse global longhaul carriers with largely overlapping international air networks that converge so ...",0.139953,Neutral,,-0.043157,Neutral,20230512T094300
Norwegian Air aims to add nine aircraft ahead of 2024 high season,https://www.reuters.com/business/aerospace-defense/norwegian-air-aims-add-nine-aircraft-ahead-2024-high-season-2023-05-12/,"OSLO, May 12 ( Reuters ) - Norwegian Air ( NAS.OL ) said on Friday it hopes to grow its fleet by up to nine aircraft ahead of next year's holiday travel season in Europe, having had to fly with fewer-than-planned aircraft this year due to delivery problems at Boeing ( BA.N ) .",0.151762,Somewhat-Bullish,,0.242919,Somewhat-Bullish,20230512T093700
Take a look at this first-of-its kind lie-flat business class seat Flydubai is installing in its Boeing 737 MAX jets,https://www.businessinsider.com/see-new-single-aisle-lie-flat-business-class-seat-flydubai-2023-5,New Single-Aisle Lie-Flat Business Class Seat on Flydubai - Business Insider ...,0.095741,Neutral,,0.128689,Neutral,20230512T090000
India has huge sales potential: Boeing,https://www.moneycontrol.com/news/business/india-has-huge-sales-potential-boeing-10574841.html,"India has huge sales potential, Ryan Weir, Vice President of Commercial Sales and Marketing for India, Boeing Commercial Airplanes, said here.",0.039252,Neutral,,-0.021512,Neutral,20230512T075453
Air Force One doubles as a campaign jet for Biden's reelection run. Who pays what?,https://apnews.com/article/president-biden-campaign-travel-664a7d5265d98469ce20869050924242,Air Force One doubles as a campaign jet for Biden's reelection run ... The Associated Press ...,0.072873,Neutral,,0.0,Neutral,20230512T040144
Mesa Airlines Names Lorraine Dimarco as Vice President of Maintenance - Mesa Air Gr  ( NASDAQ:MESA ) ,https://www.benzinga.com/pressreleases/23/05/g32355766/mesa-airlines-names-lorraine-dimarco-as-vice-president-of-maintenance,"PHOENIX, May 11, 2023 ( GLOBE NEWSWIRE ) -- Mesa Air Group, Inc. MESA - Mesa Airlines, a leading regional airline, is pleased to announce the appointment of Lorraine ""Lori"" DiMarco as its new Vice President of Maintenance.",0.352003,Bullish,,0.085753,Neutral,20230511T230712
Mesa Airlines Names Lorraine Dimarco as Vice President of Maintenance,https://www.globenewswire.com/news-release/2023/05/11/2667471/0/en/Mesa-Airlines-Names-Lorraine-Dimarco-as-Vice-President-of-Maintenance.html,"PHOENIX, May 11, 2023 ( GLOBE NEWSWIRE ) -- Mesa Air Group, Inc. ( NASDAQ: MESA ) - Mesa Airlines, a leading regional airline, is pleased to announce the appointment of Lorraine ""Lori"" DiMarco as its new Vice President of Maintenance.",0.362705,Bullish,,0.086357,Neutral,20230511T230700
SpiceJet says no plans to file for insolvency | The Financial Express,https://www.financialexpress.com/business/airlines-aviation-spicejet-says-no-plans-to-file-for-insolvency-3083839/,SpiceJet says no plans to file for insolvency The Financial Express ...,0.02378,Neutral,,0.116191,Neutral,20230511T203012
"Copa Holdings  ( CPA )  Q1 Earnings & Revenues Beat, Rise Y/Y",https://www.zacks.com/stock/news/2094402/copa-holdings-cpa-q1-earnings-revenues-beat-rise-yy,Copa Holdings (CPA) first-quarter 2023 revenues benefit from growth across Passenger revenues.,0.088189,Neutral,,0.0,Neutral,20230511T200600
"US State Department approves potential sale of Chinook helicopters to Germany, Pentagon says",https://www.reuters.com/business/aerospace-defense/us-state-department-approves-potential-sale-chinook-helicopters-germany-pentagon-2023-05-11/,US State Department approves potential sale of Chinook helicopters ... ...,0.040152,Neutral,,0.0,Neutral,20230511T194000
"SHAREHOLDER ALERT: The Gross Law Firm Notifies Shareholders of Spirit AeroSystems Holdings, Inc. of a Class Action Lawsuit and a Lead Plaintiff Deadline of July 5, 2023 -  ( NYSE: SPR ) ",https://www.benzinga.com/pressreleases/23/05/g32347992/shareholder-alert-the-gross-law-firm-notifies-shareholders-of-spirit-aerosystems-holdings-inc-of-a,"NEW YORK, May 11, 2023 ( GLOBE NEWSWIRE ) -- The Gross Law Firm issues the following notice to shareholders of Spirit AeroSystems Holdings, Inc. Shareholders who purchased shares of SPR during the class period listed are encouraged to contact the firm regarding possible lead plaintiff ...",-0.073941,Neutral,,-0.018421,Neutral,20230511T171900
"AI pilots' unions decide to accept revised service terms, compensation",https://www.business-standard.com/companies/news/ai-pilots-unions-decide-to-accept-revised-service-terms-compensation-123051101249_1.html,Air India's two pilot unions on Thursday decided to accept the revised service norms and new compensation structure offered by the airline. The Indian Commercial Pilots Association (ICPA) and the Indian Pilots Guild (IPG) had opposed the carrier's revised compensation structure introduced on ...,0.059977,Neutral,,0.0,Neutral,20230511T165654
"Companies are betting on a demand rebound in second half of year, DHL says",https://www.cnbc.com/2023/05/11/companies-betting-on-demand-rebound-in-second-half-of-year-dhl-says.html,"Trade demand remains in the doldrums, with only seasonal items like patio furniture on the upswing, but DHL sees a chance of a rebound in second half of 2023.",0.073364,Neutral,,0.056438,Neutral,20230511T151615
Business | May 13th 2023 Edition,https://www.economist.com/the-world-this-week/2023/05/11/business,"America's annual inflation rate dipped again in April, to 4.9%. The core inflation rate, which excludes energy and food prices, also fell slightly, to 5.5%. The core rate has been higher than the overall rate for two months now.",-0.057773,Neutral,,-0.035887,Neutral,20230511T133506
The National Civil Rights Museum breaks ground for Legacy renovation,https://www.benzinga.com/pressreleases/23/05/g32339306/the-national-civil-rights-museum-breaks-ground-for-legacy-renovation,"Memphis, TN, May 11, 2023 ( GLOBE NEWSWIRE ) -- The National Civil Rights Museum at the Lorraine Motel will host a ground-breaking ceremony on May 16 at 10 am for its Legacy Building and Founders Park renovations.",0.221549,Somewhat-Bullish,,0.188917,Somewhat-Bullish,20230511T123830
Lilium and FlightSafety International Sign Flight Simulator and Training Agreement - Lilium  ( NASDAQ:LILM ) ,https://www.benzinga.com/pressreleases/23/05/g32337195/lilium-and-flightsafety-international-sign-flight-simulator-and-training-agreement,"State-of-the-art flight simulator representing the Lilium Jet to support type-certification Future pilots and mechanics to be qualified by FlightSafety International in their industry-leading training devices and simulators MUNICH, Germany, May 11, 2023 ( GLOBE NEWSWIRE ) -- Lilium N.V.",0.254849,Somewhat-Bullish,,0.162042,Somewhat-Bullish,20230511T113000
SpiceJet starts process of reviving grounded airplanes with $50 mn,https://www.business-standard.com/companies/news/spicejet-starts-process-of-reviving-grounded-airplanes-with-50-mn-123051100567_1.html,Budget carrier SpiceJet on Thursday said it has no plans to file for insolvency proceedings and has also started the process of reviving its grounded fleet with USD 50 million. The statement from SpiceJet comes at a time when a lessor has filed an insolvency resolution plea against the airline ...,-0.007172,Neutral,,0.122201,Neutral,20230511T102053
'Full Recovery': Emirates Group Unveils Record $3bn Profit,https://www.barrons.com/news/full-recovery-emirates-group-unveils-record-3bn-profit-fba12c74,"Emirates Group announced a record $3 billion annual profit on Thursday, hailing a ""full recovery"" for the Dubai-based carrier after last year's losses due to the pandemic.",0.1395,Neutral,,0.169661,Somewhat-Bullish,20230511T091601
Air New Zealand's game-changing 'Skynest' will offer bunk beds in economy - but it could cost passengers up to $600 for 4 hours,https://www.businessinsider.com/see-air-new-zealand-revoluationary-skynest-details-economy-beds-2023-5,See Air New Zealand's 'Skynest' That Could Cost up to $600 for 4 ... - Business Insider ...,0.110341,Neutral,,-0.025786,Neutral,20230511T090000
Rolls-Royce on track as new CEO finds savings,https://www.reuters.com/business/aerospace-defense/rolls-royce-track-new-ceo-finds-savings-2023-05-11/,"LONDON, May 11 ( Reuters ) - British engine maker Rolls-Royce ( RR.L ) said it performed as expected in the first part of the year, with flying hours recovering, and steps taken by its new CEO to find savings putting it on track to meet 2023 targets.",0.263588,Somewhat-Bullish,,0.237607,Somewhat-Bullish,20230511T064625
Long-haul carrier Emirates launches $200M fund to reduce fossil fuel use in aviation,https://apnews.com/article/emirates-airline-dubai-earnings-sustainability-babe708c8fa7f26355d4c5cb219dda11,Long-haul carrier Emirates launches $200M fund to reduce fossil ... The Associated Press ...,0.290045,Somewhat-Bullish,,0.250295,Somewhat-Bullish,20230511T051730
Air New Zealand will offer bunk beds for four-hour naps on its longest flights,https://www.marketwatch.com/story/air-new-zealand-will-offer-a-bunk-bed-for-four-hour-naps-on-its-longest-flights-aebce35b,Air New Zealand will offer economy-class passengers a chance to lie down for four hours during one of the longest flights in the world. The cost? Under $400.,0.0,Neutral,,0.0,Neutral,20230510T173400
"SPR ALERT: The Klein Law Firm Announces a Lead Plaintiff Deadline of July 5, 2023 in the Class Action Filed on Behalf of Spirit AeroSystems Holdings, Inc. Shareholders - Spirit AeroSystems Hldgs  ( NYSE:SPR ) ",https://www.benzinga.com/pressreleases/23/05/g32322635/spr-alert-the-klein-law-firm-announces-a-lead-plaintiff-deadline-of-july-5-2023-in-the-class-actio,"NEW YORK, May 10, 2023 ( GLOBE NEWSWIRE ) -- The Klein Law Firm announces that a class action complaint has been filed on behalf of shareholders of Spirit AeroSystems Holdings, Inc. SPR alleging that the Company violated federal securities laws.",0.068716,Neutral,,-0.019074,Neutral,20230510T171600
"It's official: PM Modi will travel to US next month, defence, security, space on the agenda | The Financial Express",https://www.financialexpress.com/business/defence-its-official-pm-modi-will-travel-to-us-next-month-defence-security-space-on-the-agenda-3082321/,"It's official: PM Modi will travel to US next month, defence, security ... The Financial Express ...",0.256898,Somewhat-Bullish,,-0.132254,Neutral,20230510T150902
"Airbus' 54 Deliveries In April Outperforms Boeing's Deliveries - Airbus  ( OTC:EADSF ) , Airbus  ( OTC:EADSY ) , Boeing  ( NYSE:BA ) ",https://www.benzinga.com/news/23/05/32312680/airbus-54-deliveries-in-april-outperforms-boeings-deliveries,"Airbus SE EADSY delivered 54 airplanes to 32 customers in April, compared to 48 deliveries in April 2022. Airbus surpassed Boeing Co BA April delivery of 26 planes. The company's year-to-date deliveries totaled 181 to 54 customers, down 5% year-over-year.",-0.142583,Neutral,,0.0,Neutral,20230510T134514
Is Tucker Carlson Too Hot for Twitter to Handle?,https://www.nytimes.com/2023/05/10/business/dealbook/tucker-carlson-elon-musk-twitter.html,"Elon Musk didn't exactly give the conservative media star a warm embrace, suggesting the outspoken owner has reservations.",-0.038883,Neutral,,0.072984,Neutral,20230510T121718
The Next Banking Crisis Could Be Crypto-Based: Why QRL's Quantum-Safe Blockchain Is The Answer For Risk-Averse Investors,https://www.benzinga.com/markets/cryptocurrency/23/05/32313865/the-next-banking-crisis-could-be-crypto-based-why-qrls-quantum-safe-blockchain-is-the-answ,"As computers become more powerful through rapid quantum developments, the next associated banking crisis will likely be cryptocurrency-based. To make matters worse, it has the potential to decimate our entire economic structure… and no one is talking about it.",0.103877,Neutral,,0.075374,Neutral,20230510T121634
"SPIRIT AEROSYSTEMS HOLDINGS, INC.  ( NYSE: SPR )  SHAREHOLDER CLASS ACTION ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against Spirit AeroSystems Holdings, Inc.  ( NYSE: SPR )  - Spirit AeroSystems Hldgs  ( NYSE:SPR ) ",https://www.benzinga.com/pressreleases/23/05/g32313812/spirit-aerosystems-holdings-inc-nyse-spr-shareholder-class-action-alert-bernstein-liebhard-llp-rem,"Did you lose money on investments in Spirit AeroSystems? If so, please visit Spirit AeroSystems Holdings, Inc. Shareholder Class Action Lawsuit or contact Peter Allocco at ( 212 ) 951-2030 or pallocco@bernlieb.com to discuss your rights.",0.117956,Neutral,,0.024759,Neutral,20230510T121500
"Boeing's April Deliveries Decline 59% Sequentially - Airbus  ( OTC:EADSY ) , Boeing  ( NYSE:BA ) ",https://www.benzinga.com/markets/equities/23/05/32310464/boeings-april-deliveries-decline-59-sequentially,"Boeing Co BA delivered 26 planes in April, compared to 35 in April 2022 and far less than the 64 delivered in March 2023. The plane maker suffered production problems with the 737 MAX, related to o two of the eight fittings that hold the vertical tail on the fuselage.",-0.150776,Somewhat-Bearish,,0.090021,Neutral,20230510T115827
"The daily business briefing: May 10, 2023",https://theweek.com/briefing/business-briefing/1023378/the-daily-business-briefing-may-10-2023,"Ryanair will buy 150 737 MAX jets from Boeing, and could buy 150 more President Biden met with House Speaker Kevin McCarthy ( R-Calif. ) and other congressional leaders at the White House on Tuesday to work on breaking an impasse on raising the debt ceiling before a catastrophic default that ...",-0.01215,Neutral,,0.049276,Neutral,20230510T115325
"Embraer  ( ERJ )  Q1 Loss Wider Than Estimates, Revenues Rise Y/Y",https://www.zacks.com/stock/news/2093155/embraer-erj-q1-loss-wider-than-estimates-revenues-rise-yy,Embraer's (ERJ) first-quarter revenues improve 53% year over year. The reported figure beats the Zacks Consensus Estimate by 2.2%.,-0.002372,Neutral,,0.013162,Neutral,20230510T110200
"Aerojet Rocketdyne  ( AJRD )  Q1 Earnings Lag, Sales Rise Y/Y",https://www.zacks.com/stock/news/2093137/aerojet-rocketdyne-ajrd-q1-earnings-lag-sales-rise-yy,Aerojet Rocketdyne (AJRD) Q1 sales of $566.3 million rise 10.8% from the year-ago quarter's $511.1 million. The top line misses the Zacks Consensus Estimate by 4.8%.,0.129188,Neutral,,0.01537,Neutral,20230510T094300
Air New Zealand's planned in-flight sleeping pods could cost nearly $100 an hour,https://www.cnbc.com/2023/05/10/air-new-zealands-planned-in-flight-sleeping-pods-could-cost-nearly-100-an-hour.html,"Air New Zealand provided more details about its previously announced in-flight sleeping pods, including estimated costs and routes.",0.043767,Neutral,,0.0,Neutral,20230510T072851
TUI sees summer travel demand to 'significantly' lift 2023 profit,https://www.reuters.com/business/tui-sees-summer-travel-demand-significantly-lift-2023-profit-2023-05-10/,"[1/2] A Boeing 787 of the travel company TUI takes off from the southern runway at Gatwick Airport in Crawley, Britain, August 25, 2021. REUTERS/Peter Nicholls",0.090507,Neutral,,0.0,Neutral,20230510T070200
Air New Zealand reveals price of new economy class sleep pods,https://www.cnn.com/travel/article/air-new-zealand-skynest-bunk-beds-price-intl-hnk/index.html,"Normally, lie-flat airline seats are a luxury only available for first- and business-class passengers. But that will change on some Air New Zealand flights when the airline launches Skynest, a beds-on-board concept for economy-class passengers, in September 2024.",0.214864,Somewhat-Bullish,,0.0,Neutral,20230510T062846
"SPR INVESTOR ALERT: Robbins Geller Rudman & Dowd LLP Announces that Spirit AeroSystems Holdings, Inc. Investors with Substantial Losses Have Opportunity to Lead Class Action Lawsuit - Spirit AeroSystems Hldgs  ( NYSE:SPR ) ",https://www.benzinga.com/pressreleases/23/05/g32307280/spr-investor-alert-robbins-geller-rudman-dowd-llp-announces-that-spirit-aerosystems-holdings-inc-i,"SAN DIEGO, May 09, 2023 ( GLOBE NEWSWIRE ) -- Robbins Geller Rudman & Dowd LLP announces that purchasers or acquirers of Spirit AeroSystems Holdings, Inc.",0.060728,Neutral,,-0.204161,Somewhat-Bearish,20230510T020316
Tata and IndiGo prepare to swoop on Go Air's aviation assets,https://www.moneycontrol.com/news/business/tata-and-indigo-prepare-to-swoop-on-go-airs-aviation-assets-10557301.html,"Tata Group and IndiGo are holding separate negotiations with Go Air's lessors, as well as discussing landing and parking slots with airport operators, including in New Delhi and Mumbai, according to people familiar with the matter.",-0.004784,Neutral,,-0.02225,Neutral,20230510T015733
Boeing CEO says confident China will resume buying 737 MAX jets amid travel boom,https://www.scmp.com/business/banking-finance/article/3220005/boeings-ceo-confident-737-deliveries-china-resume-soon-airlines-seen-locking-capacity-time-surging,"Boeing CEO is hopeful China will resume buying workhorse jets like the 737 MAX to satisfy a market that is ""exploding"" at a time when aircraft factories are unable to keep up with booming sales.",0.002393,Neutral,,0.057116,Neutral,20230510T015541
"Wall Street closes down as focus shifts to inflation data, debt talks",https://www.moneycontrol.com/news/business/markets/wall-street-closes-down-as-focus-shifts-to-inflation-data-debt-talks-10557061.html,Investors will look for clues on whether inflation is continuing to ease following the Labor Department's consumer price index ( CPI ) report on Wednesday.,-0.192595,Somewhat-Bearish,,0.0,Neutral,20230510T003930
"Two Seattle friends who never even tried 'van life' made $320,000 last year turning Sprinter vans into sleek mobile homes and renting them out to remote workers and families",https://www.businessinsider.com/van-life-sprinter-rentals-noma-pacific-northwest-2023-5,They'd Never Slept in a Van. Now They Make Bank Off Airbnbs on ... - Business Insider ...,0.274538,Somewhat-Bullish,,0.088918,Neutral,20230509T215619
"Virgin Galactic Earnings: A Return To Space, Orbit May Have A Buyer And More - Virgin Galactic Hldgs  ( NYSE:SPCE ) ",https://www.benzinga.com/news/earnings/23/05/32303010/virgin-galactic-earnings-a-return-to-space-orbit-may-have-a-buyer-and-more,Shares of Virgin Galactic Holdings Inc SPCE are flat in after-hours trading Tuesday after the company reported first-quarter earnings. Here's what investors need to know.,0.106647,Neutral,,0.0,Neutral,20230509T210042
Business Highlights: Debt talks; Tempur Sealy,https://apnews.com/article/business-highlights-biden-debt-tempur-sealy-df5e26d9db0cd5ecc47e6e045c6d76ca,Business Highlights: Debt talks. Tempur Sealy The Associated Press ...,-0.157244,Somewhat-Bearish,,0.098237,Neutral,20230509T203945
Check Out What Whales Are Doing With Boeing - Boeing  ( NYSE:BA ) ,https://www.benzinga.com/markets/options/23/05/32300141/check-out-what-whales-are-doing-with-boeing,"A whale with a lot of money to spend has taken a noticeably bearish stance on Boeing. Looking at options history for Boeing BA we detected 48 strange trades. If we consider the specifics of each trade, it is accurate to state that 47% of the investors opened trades with bullish expectations and ...",0.094446,Neutral,,0.148281,Neutral,20230509T200058
