title,url,summary,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,time_published
Northrop  ( NOC )  Wins Contract to Aid France's E-2D Hawkeye Jets,https://www.zacks.com/stock/news/2120709/northrop-noc-wins-contract-to-aid-frances-e-2d-hawkeye-jets,"Northrop (NOC) is set to supply spare parts for E-2D Advanced Hawkeye aircraft to support flight test, following the delivery for three unique configurations of these jets.",0.280173,Somewhat-Bullish,,0.09798,Neutral,20230713T133700
Subsidies and protection for manufacturing will harm the world economy,https://www.economist.com/leaders/2023/07/13/subsidies-and-protection-for-manufacturing-will-harm-the-world-economy,"P always been captivated by manufacturing, but rarely has their desire to make things been as zealous as it is today. In the West they are doling out enormous subsidies to manufacturers, especially chipmakers and those behind green technologies, such as batteries.",0.133145,Neutral,,0.074961,Neutral,20230713T094245
"Akasa Air 'well capitalised', can grow much faster: CEO Vinay Dube",https://www.moneycontrol.com/news/business/akasa-air-well-capitalised-can-grow-much-faster-ceo-vinay-dube-10952201.html,"The airline is set to complete one year of flying next month, and in the words of Dube, ""we have exceeded our expectations"".",0.205039,Somewhat-Bullish,,0.0,Neutral,20230713T082240
Viasat stock plunges after company discloses malfunction in new satellite,https://www.cnbc.com/2023/07/12/viasat-stock-drops-after-satellite-malfunction.html,Viasat disclosed its most recently launched communications satellite suffered a malfunction while deploying the reflector of its Viasat-3 Americas satellite.,0.089737,Neutral,,0.138251,Neutral,20230712T223805
Boeing  ( BA )  Stock Sinks As Market Gains: What You Should Know,https://www.zacks.com/stock/news/2120230/boeing-ba-stock-sinks-as-market-gains-what-you-should-know,"In the latest trading session, Boeing (BA) closed at $217.11, marking a -0.75% move from the previous day.",0.215601,Somewhat-Bullish,,0.304308,Somewhat-Bullish,20230712T215022
NTSB: Broken part in the landing gear prevented Delta plane from landing normally,https://www.foxbusiness.com/industrials/ntsb-broken-part-landing-gear-prevented-delta-plane-landing-normally,"Investigators say a broken part prevented pilots of a Delta plane from lowering the nose landing gear before landing last month in Charlotte, North Carolina. The National Transportation Safety Board said Tuesday that it sent the fractured part, called a lock link, to its laboratory for ...",-0.252516,Somewhat-Bearish,,0.0,Neutral,20230712T180203
United unveils new first-class seats in nearly once-in-a-decade refresh,https://www.cnbc.com/2023/07/12/united-unveils-new-first-class-seats-in-nearly-once-in-a-decade-refresh-.html,United and other airlines are refreshing their cabins to include better technology and privacy to win over high-paying travelers.,0.186484,Somewhat-Bullish,,0.15643,Somewhat-Bullish,20230712T173558
"Boeing Sees Solid June Deliveries, Boosting Confidence in Production Recovery - Analysts Optimistic - Boeing  ( NYSE:BA ) ",https://www.benzinga.com/analyst-ratings/analyst-color/23/07/33202166/boeing-sees-solid-june-deliveries-boosting-confidence-in-production-recovery-analys,"Susquehanna analyst Charles P. Minervino reiterated a Positive rating on Boeing Co BA with a price target of $260. Boeing announced strong June 2023 aircraft deliveries of 60, bringing the total 2Q23 deliveries to 136.",0.170902,Somewhat-Bullish,,0.274195,Somewhat-Bullish,20230712T173401
Workday's  ( WDAY )  New Features to Ease Business Decision Making,https://www.zacks.com/stock/news/2120068/workdays-wday-new-features-to-ease-business-decision-making,Workday (WDAY) enhances its Workday Adaptive Planning software with next-generation Elastic Hypercube Technology. It includes advanced features that streamline the business decision-making process.,0.310902,Somewhat-Bullish,,0.164697,Somewhat-Bullish,20230712T155400
The wildest demand Saudi Arabia made as part of its potential investment  ( takeover? )  in the PGA Tour: get LIV Golf's Saudi boss a Masters green jacket,https://www.businessinsider.com/pga-liv-golf-merger-masters-green-jacket-augusta-national-2023-7,"Wildest demand in PGA-LIV merger: Saudi boss wants a Masters green jacket, Augusta membership - Business Insider ...",0.152315,Somewhat-Bullish,,0.113967,Neutral,20230712T145300
Boeing  ( BA )  Q2 Commercial Shipments Rise 12.4% but Lag Airbus,https://www.zacks.com/stock/news/2119749/boeing-ba-q2-commercial-shipments-rise-124-but-lag-airbus,"Boeing's (BA) second-quarter 2023 delivery numbers rise 12.4% in commercial shipments to reach a total of 136 jets. However, Boeing lags Airbus in terms of delivery numbers.",0.141896,Neutral,,0.340689,Somewhat-Bullish,20230712T125500
Futures: Inflation Report Due Amid Broad Market Strength,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-salesforce-leads-new-buys-cpi-inflation-report-due/,"Dow Jones Futures: Salesforce Leads Broad Market Strength, But CPI Inflation Report Due | Investor's Business Daily Investor's Business Daily ...",0.160218,Somewhat-Bullish,,0.023204,Neutral,20230712T021300
Futures: CRM Leads 11 New Buys With Inflation Data Due,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-salesforce-roku-lead-11-new-buys-with-cpi-inflation-report-due/,"Dow Jones Futures: Salesforce, Roku Lead 11 New Buys With CPI Inflation Report Due | Investor's Business Daily Investor's Business Daily ...",0.160306,Somewhat-Bullish,,0.022923,Neutral,20230711T205500
What's Going On With Boeing Stock? - Boeing  ( NYSE:BA ) ,https://www.benzinga.com/news/23/07/33190358/whats-going-on-with-boeing-stock,"Boeing Company BA shares are trading higher Tuesday. The company announced second quarter deliveries. What To Know: On Tuesday, the company announced program deliveries across its commercial and defense operations for the second quarter of 2023.",0.239554,Somewhat-Bullish,,0.511837,Bullish,20230711T193336
Jeff Bezos' Blue Origin rocket engine explodes during testing,https://www.cnbc.com/2023/07/11/jeff-bezos-blue-origin-be-4-rocket-engine-explodes-during-testing.html,It's a destructive setback with potential ramifications for the company's customer United Launch Alliance as well as Blue Origin's own rocket New Glenn.,0.016646,Neutral,,0.060485,Neutral,20230711T190847
AAL: 3 Airline Stocks With Promising Investment Potential,https://stocknews.com/news/aal-gol-vlrs-3-airline-stocks-with-promising-investment-potential/,"The airline sector is anticipated to expand, fueled by pent-up demand for travel. Therefore, investors could benefit from airline stocks American Airlines Group Inc. ( AAL ) , Gol Linhas Aéreas Inteligentes S.A. ( GOL ) , and Controladora Vuela Compañía de Aviación, S.A.B. de C.V ( VLRS ) ...",0.162372,Somewhat-Bullish,,0.0,Neutral,20230711T175934
"US Senator Warren Warns Against L3Harris' Purchase Of Aerojet: Report - Aerojet Rocketdyne Hldgs  ( NYSE:AJRD ) , L3Harris Technologies  ( NYSE:LHX ) ",https://www.benzinga.com/markets/equities/23/07/33182818/us-senator-warren-warns-against-l3harris-purchase-of-aerojet-report,"Lawmakers have reportedly warned against L3Harris Technologies Inc LHX and Aerojet Rocketdyne Holdings, Inc. AJRD merger deal. U.S. Senator Elizabeth Warren, a Democrat and frequent merger critic, joined three other lawmakers, who have urged the Defense Department to review the $4.7 billion deal ...",0.101096,Neutral,,0.0,Neutral,20230711T160947
Boeing deliveries climb in June as it rebounds from production issues,https://www.foxbusiness.com/markets/boeing-deliveries-climb-june-rebounds-production-issues,"Boeing delivered 60 passenger jets in June as it rebounded from production issues, boosting its total for the first half to 266 airplanes and marking a 23% improvement from the first six months last year.",0.031055,Neutral,,0.152451,Somewhat-Bullish,20230711T160234
Boeing deliveries climb in June as it rebounds from production issues,https://www.reuters.com/business/aerospace-defense/boeing-deliveries-climb-june-it-rebounds-production-issues-2023-07-11/,"July 11 ( Reuters ) - Boeing ( BA.N ) delivered 60 passenger jets in June as it rebounded from production issues, boosting its total for the first half to 266 airplanes and marking a 23% improvement from the first six months last year.",0.033468,Neutral,,0.151765,Somewhat-Bullish,20230711T150800
"Boeing delivers 60 airplanes in June, racks up hundreds of new orders with Air India deal",https://www.cnbc.com/2023/07/11/boeing-aircraft-deliveries-orders-june.html,Boeing is trying to ramp up production on some of its best-selling planes.,0.004756,Neutral,,0.011848,Neutral,20230711T150001
A Look Into Boeing's Debt - Boeing  ( NYSE:BA ) ,https://www.benzinga.com/news/23/07/33186768/a-look-into-boeings-debt,"Over the past three months, shares of Boeing Inc. BA rose by 5.16%. Before having a look at the importance of debt, let's look at how much debt Boeing has. According to the Boeing's most recent balance sheet as reported on April 26, 2023, total debt is at $55.39 billion, with $47.47 billion in ...",-0.099088,Neutral,,-0.018856,Neutral,20230711T144524
Here's Why You Should Retain United Airlines  ( UAL )  Stock Now,https://www.zacks.com/stock/news/2119296/heres-why-you-should-retain-united-airlines-ual-stock-now,Buoyant air-travel demand and fleet-modernization techniques boost United Airlines (UAL).,0.170509,Somewhat-Bullish,,0.074502,Neutral,20230711T142700
Workday Introduces the Next-Generation Elastic Hypercube Technology for Workday Adaptive Planning,https://www.prnewswire.com/news-releases/workday-introduces-the-next-generation-elastic-hypercube-technology-for-workday-adaptive-planning-301873789.html,Technical Innovation and Embedded Artificial Intelligence Enable Global Organizations Like Boeing and Mondelēz International to Meet the Growing Scale and Complexity of Large Enterprise Planning,0.278692,Somewhat-Bullish,,0.268377,Somewhat-Bullish,20230711T130000
Copa Rises On Surging Summer Travel Demand; Analysts See 40% Upside,https://www.investors.com/research/growth-stock-copa-rises-on-surging-summer-travel-demand-analysts-see-40-upside/,Copa Rises On Surging Summer Travel Demand. Analysts See 40% Upside Investor's Business Daily ...,0.281071,Somewhat-Bullish,,0.0,Neutral,20230711T123000
Lockheed  ( LMT )  Wins Contract to Support CH-53K Helicopters,https://www.zacks.com/stock/news/2119099/lockheed-lmt-wins-contract-to-support-ch-53k-helicopters,Lockheed (LMT) is set to procure one containerized flight training device for CH53K helicopters.,0.262909,Somewhat-Bullish,,0.202694,Somewhat-Bullish,20230711T122600
Gateway: The Deep Space Launch Complex® Earns LEED Silver Certification,https://www.benzinga.com/pressreleases/23/07/n33182168/gateway-the-deep-space-launch-complex-earns-leed-silver-certification,"MELBOURNE, Fla., July 11, 2023 /PRNewswire/ -- Gateway: The Deep Space Launch Complex® at Kennedy Space Center Visitor Complex recently earned LEED Silver Certification from the U.S. Green Building Council ( USGBC ) .",0.360829,Bullish,,0.048453,Neutral,20230711T121700
"SunHydrogen to Explore Scale-Up With COTEC, Leader in Industrial Electroplating",https://www.globenewswire.com/news-release/2023/07/11/2702408/0/en/SunHydrogen-to-Explore-Scale-Up-With-COTEC-Leader-in-Industrial-Electroplating.html,"SunHydrogen CEO Tim Young and COTEC CEO Ju-Won Choi formally signed the Memorandum of Understanding on July 5, 2023.",0.211052,Somewhat-Bullish,,0.062961,Neutral,20230711T100000
"SunHydrogen to Explore Scale-Up With COTEC, Leader in Industrial Electroplating - SunHydrogen  ( OTC:HYSR ) ",https://www.benzinga.com/pressreleases/23/07/g33178906/sunhydrogen-to-explore-scale-up-with-cotec-leader-in-industrial-electroplating,"SunHydrogen CEO Tim Young and COTEC CEO Ju-Won Choi formally signed the Memorandum of Understanding on July 5, 2023. CORALVILLE, IA, July 11, 2023 ( GLOBE NEWSWIRE ) -- SunHydrogen, Inc.",0.206409,Somewhat-Bullish,,0.062899,Neutral,20230711T100000
"US Senator Warren, others warn against L3Harris plan to buy Aerojet",https://www.reuters.com/markets/deals/us-senator-warren-others-warn-against-l3harris-plan-buy-aerojet-2023-07-11/,"US Senator Warren, others warn against L3Harris plan to buy ...",0.106602,Neutral,,0.0,Neutral,20230711T093100
Godrej Aerospace's integral role in ISRO's space missions and expansion into commercial aviation supply chain | The Financial Express,https://www.financialexpress.com/business/defence-godrej-aerospaces-integral-role-in-isros-space-missions-and-expansion-into-commercial-aviation-supply-chain-3164347/,Godrej Aerospace's integral role in ISRO's space missions and expansion into commercial aviation supply chain The Financial Express ...,0.316117,Somewhat-Bullish,,0.100916,Neutral,20230711T043000
Australia to deploy surveillance aircraft to assist Ukraine,https://www.aljazeera.com/news/2023/7/11/australia-to-deploy-surveillance-aircraft-to-assist-ukraine,The Wedgetail with as many as 100 crew and support staff will operate from Germany for at least six months. Australia will send a Royal Australian Air Force surveillance aircraft to Germany to help support Ukraine by protecting vital humanitarian and military supply lines.,0.164506,Somewhat-Bullish,,-0.063149,Neutral,20230711T032951
From Summer Vacations to Camping: 3 Recent Travel News Trends,https://www.prnewswire.com/resources/news-trends/travel-news-trends-may-june-2023,"A look at the travel industry news from PR Newswire in May and June that you might have missed. There is no shortage of travel press releases sent through PR Newswire. In May and June alone, more than 1,700 travel-related releases went out via PR Newswire.",0.243987,Somewhat-Bullish,,0.032667,Neutral,20230710T195332
Why US Investors Should Cheer Yellen's Successful Trip,https://www.forbes.com/sites/brendanahern/2023/07/10/why-us-investors-should-cheer-yellens-successful-trip/,"Asian equities were mixed overnight on light volumes as Japan, South Korea, and Taiwan underperformed.",0.109458,Neutral,,0.047695,Neutral,20230710T143449
"Commercial Aircraft Cabin Interiors Market to grow by USD 13,829.94 million from 2022 to 2027|Growing preference for newer-generation aircraft drives the market - Technavio",https://www.prnewswire.com/news-releases/commercial-aircraft-cabin-interiors-market-to-grow-by-usd-13-829-94-million-from-2022-to-2027growing-preference-for-newer-generation-aircraft-drives-the-market---technavio-301872002.html,"Commercial Aircraft Cabin Interiors Market to grow by USD 13,829.94 million from 2022 to 2027|Growing preference for ... PR ...",0.173288,Somewhat-Bullish,,0.088305,Neutral,20230710T141500
"129 Sabal Court, Summerville, South Carolina, United States For Sale",https://propertylistings.ft.com/homes/4897489/summerville-property-for-sale/129-sabal-court,Brand new END UNIT townhome in the heart of Downtown Summerville! Walk or bike to your favorite cafe boutique shop yoga studio and everything else that historic downtown Summerville has to offer. you're only half a mile away! Summerville has become one of the top growing cities in South Carolina.,0.469132,Bullish,,0.409531,Bullish,20230710T134313
India's Godrej Aerospace expects $12.1 mln in civil aviation revenue,https://www.reuters.com/business/aerospace-defense/indias-godrej-aerospace-expects-121-mln-civil-aviation-revenue-2023-07-10/,"MUMBAI, July 10 ( Reuters ) - India's Godrej Aerospace expects 1 billion Indian rupees ( $12.10 million ) in revenue from civil aviation business in its current financial year, associate vice president Maneck Behramkamdin said on Monday.",-0.103634,Neutral,,0.0,Neutral,20230710T131800
Textron  ( TXT )  Wins Contract to Aid UH-1Y & AH-1Z Aircraft,https://www.zacks.com/stock/news/2118683/textron-txt-wins-contract-to-aid-uh-1y-ah-1z-aircraft,Textron (TXT) is set to provide aircraft maintenance as well as engineering services for eight UH-1Y and four AH-1Z aircraft.,0.212382,Somewhat-Bullish,,0.202227,Somewhat-Bullish,20230710T130800
Lightly Fantastic: Truly Hard Seltzer Defies Gravity and Expectations With 'Zero Gravity Bar',https://www.prnewswire.com/news-releases/lightly-fantastic-truly-hard-seltzer-defies-gravity-and-expectations-with-zero-gravity-bar-301872864.html,"In Partnership with Zero-G, Truly is Elevating Fans' Summers With First-ever Weightless Drinking Pop-up Experience",0.520021,Bullish,,0.196744,Somewhat-Bullish,20230710T130300
"The Zacks Analyst Blog Highlights BHP Group, AstraZeneca, The Boeing, Diageo and General Mills",https://www.zacks.com/stock/news/2118664/the-zacks-analyst-blog-highlights-bhp-group-astrazeneca-the-boeing-diageo-and-general-mills,"BHP Group, AstraZeneca, The Boeing, Diageo and General Mills are part of the Zacks top Analyst Blog.",0.159793,Somewhat-Bullish,,0.158414,Somewhat-Bullish,20230710T124800
Northrop  ( NOC )  Wins Deal for OPIR Polar Space Vehicles 1 & 2,https://www.zacks.com/stock/news/2118580/northrop-noc-wins-deal-for-opir-polar-space-vehicles-1-2,Northrop (NOC) clinches a $42.8 million modification contract for Next-Generation OPIR Polar Space Vehicles 1 and 2.,0.330098,Somewhat-Bullish,,0.33438,Somewhat-Bullish,20230710T121800
Business jet simulators - the changing face of pilot training,https://www.prnewswire.com/news-releases/business-jet-simulators--the-changing-face-of-pilot-training-301872090.html,"WISTON, England, July 10, 2023 /PRNewswire/ -- With strikes, delays, crowded airports and staff shortages across the aviation industry, the last few years have seen an unparalleled rise in the use of private aviation for both business and pleasure, with clients now seeing it as an essential ...",0.043204,Neutral,,0.085182,Neutral,20230710T080000
"SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Spirit AeroSystems Holdings, Inc. - SPR",https://www.benzinga.com/pressreleases/23/07/g33158655/shareholder-alert-pomerantz-law-firm-investigates-claims-on-behalf-of-investors-of-spirit-aerosyst,"NEW YORK, July 09, 2023 ( GLOBE NEWSWIRE ) -- Pomerantz LLP is investigating claims on behalf of investors of Spirit AeroSystems Holdings, Inc. ( ""Spirit"" or the ""Company"" ) SPR. Such investors are advised to contact Robert S. Willoughby at newaction@pomlaw.com or 888-476-6529, ext. 7980.",0.04137,Neutral,,0.036744,Neutral,20230709T192505
Airbus sets new record with substantial increase in orders from India; confirms higher deliveries | The Financial Express,https://www.financialexpress.com/business/airlines-aviation-airbus-sets-new-record-with-substantial-increase-in-orders-from-india-confirms-higher-deliveries-3161543/,Airbus sets new record with substantial increase in orders from India. confirms higher deliveries The Financial Express ...,0.136271,Neutral,,-0.065341,Neutral,20230709T033000
Janet Yellen in China: Treasury Secretary Mends Fences in Beijing,https://www.nytimes.com/live/2023/07/08/business/yellen-china,Treasury Secretary Yellen Speaks in Beijing: China-U.S. Live Updates The New York Times ...,0.038873,Neutral,,0.018332,Neutral,20230709T002600
"Satellite Manufacturing and Launch Market size to grow by USD 4,662.26 million from 2022 to 2027|Growing demand for multirole satellites to boost the market growth - Technavio",https://www.prnewswire.com/news-releases/satellite-manufacturing-and-launch-market-size-to-grow-by-usd-4-662-26-million-from-2022-to-2027growing-demand-for-multirole-satellites-to-boost-the-market-growth---technavio-301871330.html,"Satellite Manufacturing and Launch Market size to grow by USD 4,662.26 million from 2022 to 2027|Growing demand ... PR ...",0.247183,Somewhat-Bullish,,0.124751,Neutral,20230707T234500
Safety investigators will look into how an engine caught fire on a Boeing 737 Max,https://apnews.com/article/boeing-max-engine-fire-united-airlines-a2e31684cfbde38988a22b6f384f6bdb,"WASHINGTON ( AP ) - Federal safety officials say they will investigate an engine fire that was discovered on a United Airlines Boeing 737 Max after the plane landed in Newark, New Jersey. The National Transportation Safety Board disclosed the investigation Friday, when it issued a preliminary ...",-0.109724,Neutral,,0.009582,Neutral,20230707T220400
Air India clears deck for next phase of Vihaan.AI | The Financial Express,https://www.financialexpress.com/business/airlines-aviation-air-india-clears-deck-for-next-phase-of-vihaan-ai-3160715/,Air India clears deck for next phase of Vihaan.AI The Financial Express ...,0.168002,Somewhat-Bullish,,0.0,Neutral,20230707T210000
Airbus to handle some A380 repairs after wing-spar cracking,https://www.reuters.com/business/aerospace-defense/airbus-handle-some-a380-repairs-after-wing-spar-cracking-2023-07-07/,"[1/2] FILE PHOTO-An Airbus logo is pictured at the 54th International Paris Airshow at Le Bourget Airport near Paris, France, June 19, 2023. REUTERS/Benoit Tessier/file photo",0.091923,Neutral,,-0.057315,Neutral,20230707T170600
"Top Analyst Reports for BHP Group, AstraZeneca & Boeing",https://www.zacks.com/research-daily/2118146/top-analyst-reports-for-bhp-group-astrazeneca-boeing,"Today's Research Daily features new research reports on 16 major stocks, including BHP Group Limited (BHP), AstraZeneca PLC (AZN) and The Boeing Company (BA).",0.198968,Somewhat-Bullish,,0.176155,Somewhat-Bullish,20230707T161900
"US PE firm 777 Partners in talks with Boeing, ATR over new jet order",https://www.reuters.com/business/aerospace-defense/us-pe-firm-777-partners-talks-with-boeing-atr-over-new-jet-order-2023-07-07/,"July 7 ( Reuters ) - U.S. private equity firm 777 Partners has said it is in talks with Boeing Co ( BA.N ) and Franco-Italian turboprop maker ATR over a new jet order, as it looks to enter more markets amid a boom in air travel. ""We've been in discussions with the ( aircraft ) manufacturers.",0.061619,Neutral,,-0.054168,Neutral,20230707T154000
Dow Jones Dips After Lukewarm Jobs Report; 2 Software Stocks Make Bullish Moves,https://www.investors.com/market-trend/stock-market-today/dow-jones-dips-lukewarm-jobs-report-software-leaders-dynatrace-datadog-make-bullish-moves/,Dow Jones Dips After Lukewarm Jobs Report. 2 Software Stocks Make Bullish Moves Investor's Business Daily ...,0.140138,Neutral,,0.121044,Neutral,20230707T144800
Boeing  ( BA )  Secures Contract to Support CH-47 Helicopter,https://www.zacks.com/stock/news/2118098/boeing-ba-secures-contract-to-support-ch-47-helicopter,Boeing (BA) is set to deliver long-lead items for the CH-47 helicopter.,0.294026,Somewhat-Bullish,,0.365713,Bullish,20230707T135800
Why a Strong Jobs Report Could Rattle the Markets,https://www.nytimes.com/2023/07/07/business/dealbook/jobs-federal-reserve-inflation-rates.html,"Economists have forecast that employers created 225,000 jobs last month. A bigger-than-expected number could complicate the Federal Reserve's efforts to tame inflation.",-0.065637,Neutral,,-0.0611,Neutral,20230707T111935
Congress Has a Chance to Rein In Runaway Pentagon Spending,https://www.forbes.com/sites/williamhartung/2023/07/07/congress-has-a-chance-to-rein-in-runaway-pentagon-spending/,The Pentagon budget is out of control. Members of Congress can help rein it in by supporting an amendment that would cut its budget by $100 billion per year.,-0.166759,Somewhat-Bearish,,-0.172002,Somewhat-Bearish,20230707T110831
3 Blue-Chip Dow Stocks to Buy in July,https://www.fool.com/investing/2023/07/07/3-blue-chip-dow-stocks-to-buy-in-july/,These industry-leading companies offer compelling values for patient investors.,0.235582,Somewhat-Bullish,,0.211686,Somewhat-Bullish,20230707T105300
The Week in Canadian Press Releases: 10 Stories You Need to See,https://www.newswire.ca/news-releases/the-week-in-canadian-press-releases-10-stories-you-need-to-see-899891854.html,"A roundup of the most newsworthy press releases from Cision Distribution this week TORONTO, July 7, 2023 /CNW/ - With thousands of press releases published each week, it can be difficult to keep up with everything on Cision.",0.345041,Somewhat-Bullish,,0.110072,Neutral,20230707T101800
"Airbus books record India orders, confirms higher deliveries",https://www.moneycontrol.com/news/business/airbus-books-record-india-orders-confirms-higher-deliveries-10920691.html,"In a bulletin, Airbus officially booked orders for 500 jets from budget carrier IndiGo and 250 from Air India that were announced or finalised at last month's Paris Airshow.",0.026473,Neutral,,0.094879,Neutral,20230707T065625
"Yellen, in Beijing, Criticizes China's Treatment of U.S. Companies",https://www.nytimes.com/2023/07/07/business/yellen-china-companies-meetings.html,Janet Yellen Criticizes China's Treatment of U.S. Companies The New York Times ...,0.0366,Neutral,,-0.068996,Neutral,20230707T060955
"Airbus books record India orders, confirms higher deliveries",https://www.reuters.com/business/aerospace-defense/airbus-books-record-india-orders-confirms-higher-deliveries-2023-07-07/,"[1/2] An Air India Airbus A320-200 aircraft takes off as an IndiGo Airlines aircraft waits for clearance at the Sardar Vallabhbhai Patel International Airport in Ahmedabad, India, July 7, 2017. Picture taken July 7, 2017./File Photo",0.023938,Neutral,,0.087528,Neutral,20230707T055957
Wagner Group shooting down a Russian command plane may be gift that keeps on giving for Ukraine's beleaguered air defenses,https://www.businessinsider.com/wagner-group-shooting-down-russian-command-aircraft-could-help-ukraine-2023-7,Wagner Group shooting down Russian command aircraft could help Ukraine - Business Insider ...,-0.103369,Neutral,,-0.081692,Neutral,20230706T221100
