title,url,summary,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,time_published
Lynx Air Adds Fredericton to its Network,https://www.benzinga.com/pressreleases/23/03/g31314687/lynx-air-adds-fredericton-to-its-network,"FREDERICTON, New Brunswick, March 13, 2023 ( GLOBE NEWSWIRE ) -- Lynx Air ( Lynx ) today announced the addition of Fredericton to its network from June 12, 2023, offering affordable links between New Brunswick, Ontario and Alberta.",0.25627,Somewhat-Bullish,,0.159454,Somewhat-Bullish,20230313T100000
Saudi Arabia Announces New Airline and Possibly a Big Deal with Boeing,https://www.fool.com/investing/2023/03/12/saudi-arabia-announces-new-airline-and-possibly-a/,"Come fly the Saudi skies. On Sunday, Crown Prince Mohammed bin Salman announced Saudi Arabia will launch a new state-run airline called Riyadh Air,...",0.080437,Neutral,,0.052794,Neutral,20230313T000019
"Biden Rejects Trump's Air Force One Color Scheme, Ordering These Hues Instead - Boeing  ( NYSE:BA ) ",https://www.benzinga.com/news/23/03/31311579/biden-rejects-trumps-air-force-one-color-scheme-ordering-these-hues-instead,"Air Force One is getting a new color scheme. President Joe Biden has selected a white, light blue, and yellow scheme for the presidential plane. Former President Donald Trump had previously chosen darker red, white, and blue for the plane.",-0.056355,Neutral,,-0.140689,Neutral,20230312T201416
Boeing Reportedly On Brink Of $35B Airline Deal With Saudi Arabia - Boeing  ( NYSE:BA ) ,https://www.benzinga.com/news/23/03/31311469/boeing-reportedly-on-brink-of-35b-airline-deal-with-saudi-arabia,"Boeing Co. BA may be on the brink of securing a substantial order this year. What Happened: Saudi Arabia's Public Investment Fund is close to finalizing a new order with Boeing, which is estimated to be worth around $35 billion, The Wall Street Journal reported, citing people familiar with the ...",0.188027,Somewhat-Bullish,,0.373277,Bullish,20230312T193233
Saudi Arabia Unveils New Airline Amid Jet Talks With Boeing,https://www.wsj.com/articles/saudi-arabia-unveils-new-airline-amid-jet-talks-with-boeing-4433dbeb,Riyadh Air is the latest Mideast carrier trying to use its geographic position between Europe and Asia to attract fliers.,0.140299,Neutral,,0.040962,Neutral,20230312T172700
Kimpson leaving South Carolina Senate to join Biden admin,https://apnews.com/article/marlon-kimpson-south-carolina-biden-appointment-senate-legislature-8a9dc712cfe01056a7db8864817f3409,"COLUMBIA, S.C. ( AP ) - State Sen. Marlon Kimpson, a South Carolina lawmaker and early backer of President Joe Biden, is leaving his legislative post more than a year early to take an appointment in the Biden administration.",0.095802,Neutral,,0.050173,Neutral,20230312T171358
Boeing Close to Supplier Deal for a New Saudi Airline,https://www.barrons.com/articles/boeing-close-to-being-named-supplier-for-a-new-saudi-arabian-airline-d288ed1d,Boeing Close to Being Named Supplier For a New Saudi Arabian Airline ...,0.217263,Somewhat-Bullish,,0.384747,Bullish,20230312T155214
Saudi Unveils New Airline To Compete With Gulf Rivals,https://www.barrons.com/news/saudi-unveils-new-airline-to-compete-with-gulf-rivals-9d37451c,"Saudi Arabia announced Sunday the creation of a new national airline, part of a plan to turn Riyadh into a global aviation hub rivalling regional leaders like Dubai and Doha. Riyadh Air ""aims to launch flights to more than 100 destinations around the world by 2030,"" the official Saudi Press ...",0.143609,Neutral,,0.153758,Somewhat-Bullish,20230312T124101
Saudi Unveils New Airline To Fuel Aviation Boom,https://www.barrons.com/news/saudi-unveils-new-airline-to-fuel-aviation-boom-1cac3436,"Saudi Arabia announced Sunday the creation of a new national airline, part of a plan to turn Riyadh into a global aviation hub rivalling regional leaders like Dubai and Doha. Riyadh Air ""aims to launch flights to more than 100 destinations around the world by 2030,"" the official Saudi Press ...",0.116195,Neutral,,0.172505,Somewhat-Bullish,20230312T115649
Help Wanted: SpaceX and ULA Need Not Apply,https://www.fool.com/investing/2023/03/12/help-wanted-spacex-and-ula-need-not-apply/,Space Force proposes a new plan to subsidize the development of new space companies -- and new space rockets.,0.22718,Somewhat-Bullish,,0.147549,Neutral,20230312T110700
News Exclusive | Saudi Sovereign-Wealth Fund Close to Deal for Boeing Jets,https://www.wsj.com/articles/saudi-sovereign-wealth-fund-close-to-deal-for-boeing-jets-943c1377,A large order for planes is expected to coincide with the launch of a new Saudi national airline.,0.06451,Neutral,,0.178435,Somewhat-Bullish,20230311T212000
Saudi sovereign wealth fund close to deal for Boeing jets -WSJ,https://www.reuters.com/business/aerospace-defense/saudi-sovereign-wealth-fund-close-deal-boeing-jets-wsj-2023-03-11/,Saudi sovereign wealth fund close to deal for Boeing jets ...,0.172179,Somewhat-Bullish,,0.057901,Neutral,20230311T191100
Air India gets DGCA nod for cross utilisation of wide-body pilots,https://www.business-standard.com/article/companies/air-india-gets-dgca-nod-for-cross-utilisation-of-wide-body-pilots-123031100672_1.html,"Aviation regulator DGCA has approved Air India's long-pending request to allow the same pilots to operate two types of Boeing wide-body aircraft, according to officials. Initially, Air India can train a total of eight designated examiners for operating Boeing 777 and 787 aircraft.",0.139064,Neutral,,0.174129,Somewhat-Bullish,20230311T145600
"Boeing Prepares to Retire the F-18, and the Revenue Hit Could Be Significant",https://www.fool.com/investing/2023/03/11/boeing-f-18-retirement-could-hit-boeing-revenue/,The loss of the F/A-18 won't be the end for Boeing because this defense business's future is in drones.,0.12717,Neutral,,0.224169,Somewhat-Bullish,20230311T120700
Biden sticks with Kennedy-era color scheme for next Air Force One after scrapping Trump's design,https://www.foxbusiness.com/lifestyle/biden-sticks-kennedy-era-color-scheme-next-air-force-one-scrapping-trumps-design,"President Joe Biden decided to stick with blue and white for the exterior color scheme of the next Air Force One aircraft, though the classic design will be slightly modernized. The U.S.",0.085269,Neutral,,0.142872,Neutral,20230311T101247
Biden reversed a Trump-era decision to change the colors of Air Force One. Here's what it looked like throughout the years,https://www.businessinsider.com/biden-changes-colors-air-force-one-blue-and-white-2023-3,PHOTOS: Biden Changes Colors of Air Force One Back to Blue and ... - Business Insider ...,0.037514,Neutral,,0.045168,Neutral,20230311T065036
Biden reversed a Trump-era decision to change the colors of Air Force One. Here's what it looked like throughout the years,https://africa.businessinsider.com/politics/biden-reversed-a-trump-era-decision-to-change-the-colors-of-air-force-one-heres-what/y44qldc,Biden reversed a Trump-era decision to change the colors of Air ... - Business Insider Africa ...,0.023545,Neutral,,0.048319,Neutral,20230311T065036
Biden Scraps Trump's Paint Scheme For Air Force One,https://www.barrons.com/news/biden-scraps-trump-s-paint-scheme-for-air-force-one-e27ee604,"The US Air Force on Friday unveiled a new color scheme for Air Force One, discarding the palette chosen by Donald Trump for the presidential aircraft. President Joe Biden is sticking with a classic blue-and-white color scheme for the jets, which are under construction, retaining a design that ...",0.049763,Neutral,,0.0,Neutral,20230311T054047
"New Air Force One will stay blue and white, Joe Biden decides | The Financial Express",https://www.financialexpress.com/world-news/new-air-force-one-will-stay-blue-and-white-joe-biden-decides/3005469/,"New Air Force One will stay blue and white, Joe Biden decides The Financial Express ...",0.056319,Neutral,,0.0,Neutral,20230311T034526
"New Air Force One will stay blue and white, Joe Biden decides | The Financial Express",https://www.financialexpress.com/defence/new-air-force-one-will-stay-blue-and-white-joe-biden-decides/3005469/,"New Air Force One will stay blue and white, Joe Biden decides The Financial Express ...",0.056319,Neutral,,0.0,Neutral,20230311T034526
GE lends helping hands to jet engine suppliers to sidestep supply-chain challenges,https://www.reuters.com/business/aerospace-defense/ge-lends-helping-hands-jet-engine-suppliers-sidestep-supply-chain-challenges-2023-03-10/,GE lends helping hands to jet engine suppliers to sidestep supply ... ...,0.036082,Neutral,,0.065804,Neutral,20230310T223020
US Stocks Tumble On Silicon Valley Bank Turmoil,https://www.barrons.com/news/us-stocks-tumble-on-silicon-valley-bank-turmoil-54aa8dff,"Wall Street stocks ended Friday's session decisively lower as banking shares wobbled on contagion fears, after the failure of regional lender Silicon Valley Bank. The Dow Jones Industrial Average finished down 1.1 percent at 31,909.96.",-0.200855,Somewhat-Bearish,,0.047503,Neutral,20230310T211047
"Boeing Can Resume Dreamliner Deliveries, FAA Says",https://www.wsj.com/articles/boeing-can-resume-dreamliner-deliveries-faa-says-bf6c1738,Deliveries of Boeing's 787 Dreamliner had been halted in February over a regulatory documentation issue.,-0.020992,Neutral,,-0.038247,Neutral,20230310T210300
FAA approves restarting Boeing 787 Dreamliner deliveries next week,https://www.reuters.com/business/aerospace-defense/faa-approves-restarting-boeing-787-dreamliner-deliveries-next-week-2023-03-10/,"March 10 ( Reuters ) - The Federal Aviation Administration on Friday approved Boeing to resume deliveries of its widebody 787 Dreamliner next week. The agency halted 787 deliveries on Feb. 23 due to a data analysis error related to the jet's forward pressure bulkhead, which Boeing Co ( BA.N ) ...",0.002365,Neutral,,0.00427,Neutral,20230310T193100
A Look Into Boeing's Debt - Boeing  ( NYSE:BA ) ,https://www.benzinga.com/news/23/03/31301530/a-look-into-boeings-debt,"Over the past three months, shares of Boeing Inc. BA rose by 6.05%. Before having a look at the importance of debt, let's look at how much debt Boeing has. According to the Boeing's most recent balance sheet as reported on January 27, 2023, total debt is at $57.00 billion, with $51.81 billion in ...",-0.056015,Neutral,,0.135975,Neutral,20230310T190257
"Embraer Ends 2022 In The Red, But Rebounds In Q4",https://www.barrons.com/news/embraer-ends-2022-in-the-red-but-rebounds-in-q4-95bf80fd,"Embraer Ends 2022 In The Red, But Rebounds In ...",0.218793,Somewhat-Bullish,,0.162572,Somewhat-Bullish,20230310T180013
4 Reasons Behind the Strength of Aerospace & Defense ETFs,https://www.zacks.com/stock/news/2064359/4-reasons-behind-the-strength-of-aerospace-defense-etfs,Aerospace & Defense ETFs have hit 52-week highs lately.,0.2074,Somewhat-Bullish,,-0.020058,Neutral,20230310T180000
Stratasys  ( SSYS )  Shares Spike 13% on Takeover Proposal,https://www.zacks.com/stock/news/2064221/stratasys-ssys-shares-spike-13-on-takeover-proposal,"Stratasys' (SSYS) high-growth product launches, strategic collaborations and highly attractive valuation are likely to have made it a lucrative takeover target for Nano Dimension.",0.243433,Somewhat-Bullish,,0.142666,Neutral,20230310T151100
Boeing Plans 737 Freighter Conversion Facility In India: Report - Boeing  ( NYSE:BA ) ,https://www.benzinga.com/news/23/03/31292719/boeing-plans-737-freighter-conversion-facility-in-india-report,"Boeing Co BA reportedly intends to establish a facility in India to convert 737 passenger planes into dedicated freighters. With this new facility, Boeing hopes to meet the demand for the service both locally and internationally.",0.126986,Neutral,,0.224039,Somewhat-Bullish,20230310T130835
Embraer boosts net revenue forecast as deliveries set to increase in 2023,https://www.reuters.com/business/aerospace-defense/embraer-boosts-net-revenue-forecast-deliveries-set-increase-2023-2023-03-10/,Embraer boosts net revenue forecast as deliveries set to increase in ... ...,0.094557,Neutral,,0.083845,Neutral,20230310T111525
Boeing to set up freight conversion facility in India amid growing demand,https://www.business-standard.com/article/companies/boeing-to-set-up-freight-conversion-facility-in-india-amid-growing-demand-123031000313_1.html,"Boeing Co will set up in India a facility to convert passenger aircraft into freight planes to capitalise on growing global demand for cargo, executives from the US aviation firm said on Friday ...",0.028451,Neutral,,-0.058847,Neutral,20230310T080400
"With 5.1% CAGR, Precision Guided Munition Market Size to Reach USD 45.25 billion by 2029",https://www.benzinga.com/pressreleases/23/03/g31291744/with-5-1-cagr-precision-guided-munition-market-size-to-reach-usd-45-25-billion-by-2029,"Luton, Bedfordshire, United Kingdom, March 10, 2023 ( GLOBE NEWSWIRE ) -- Exactitude Consultancy, the market research and consulting wing of Ameliorate Digital Consultancy Private Limited has completed and published the final copy of the detailed research report on the Precision Guided Munition ...",0.118426,Neutral,,0.179799,Somewhat-Bullish,20230310T075159
"Boeing, GMR Aero Technic to set up freighter conversion line in Hyderabad | The Financial Express",https://www.financialexpress.com/industry/boeing-gmr-aero-technic-to-set-up-freighter-conversion-line-in-hyderabad/3004421/,"Boeing, GMR Aero Technic to set up freighter conversion line in ... The Financial Express ...",0.320165,Somewhat-Bullish,,0.532369,Bullish,20230310T061854
Boeing says to set up freight conversion facility in India,https://www.reuters.com/business/aerospace-defense/boeing-says-set-up-freight-conversion-facility-india-2023-03-10/,"NEW DELHI, March 10 ( Reuters ) - Boeing Co ( BA.N ) will set up in India a facility to convert passenger aircraft into freight planes to capitalise on growing global demand for cargo, executives from the U.S. aviation firm said on Friday.",0.025985,Neutral,,-0.051229,Neutral,20230310T055100
Jet Engine Shortage Crimps Air Travel's Big Comeback,https://www.fool.com/investing/2023/03/09/jet-engine-shortage-crimps-air-travels-big-comebac/,"Airlines have never experienced engine trouble quite like this. While the air travel industry is enjoying rip-roaring demand, enough to take it...",0.200548,Somewhat-Bullish,,0.057835,Neutral,20230310T010005
GE chief says premature to talk about 2025-26 engine supplies,https://www.reuters.com/business/aerospace-defense/ge-chief-says-premature-talk-about-2025-26-engine-supplies-2023-03-09/,"CINCINNATI, Ohio, March 9 ( Reuters ) - General Electric Co ( GE.N ) Chief Executive Larry Culp said on Thursday it was ""premature"" to talk about engine production volumes for 2025 and 2026, but dismissed speculation about a rift with planemakers on jetliner production plans.",0.004748,Neutral,,0.194918,Somewhat-Bullish,20230309T234200
"Gol Linhas  ( GOL )  Q4 Loss Wider Than Estimates, Revenues Miss",https://www.zacks.com/stock/news/2063839/gol-linhas-gol-q4-loss-wider-than-estimates-revenues-miss,Gol Linhas (GOL) fourth-quarter 2022 revenues increase year over year.,0.059378,Neutral,,0.0,Neutral,20230309T230300
"GE working to address durability issues with LEAP jet engines, says company exec",https://www.reuters.com/business/aerospace-defense/ge-working-address-durability-issues-with-leap-jet-engines-says-company-exec-2023-03-09/,"GE working to address durability issues with LEAP jet engines, says ... ...",-0.061553,Neutral,,-0.234528,Somewhat-Bearish,20230309T224900
Dow Jones Losses Deepen Despite Jobless Claims Surprise; Microsoft's New Bing Hits 100 Mil. Daily Users,https://www.investors.com/market-trend/stock-market-today/dow-jones-pares-gains-after-surprising-jobless-claims-microsoft-new-bing-hits-100-mil-daily-active-users/,Dow Jones Losses Deepen Despite Jobless Claims Surprise ... Investor's Business Daily ...,0.161356,Somewhat-Bullish,,0.046837,Neutral,20230309T185300
The newest US low-cost carrier is finally launching flights - but to Nevada instead of Japan or Korea,https://africa.businessinsider.com/transportation/the-newest-us-low-cost-carrier-is-finally-launching-flights-but-to-nevada-instead-of/73834h6,The newest US low-cost carrier is finally launching flights - but to ... - Business Insider Africa ...,0.096688,Neutral,,0.082986,Neutral,20230309T181032
The newest US low-cost carrier is finally launching flights - but to Nevada instead of Japan or Korea,https://www.businessinsider.com/newest-us-airline-flying-vegas-california-japan-northern-pacific-airways-2023-3,Newest US Airline Not yet Bringing Low Fares to Japan. Northern ... - Business Insider ...,0.068621,Neutral,,0.047622,Neutral,20230309T181032
DGCA de-registers 2 SpiceJet aircrafts on request from Dublin-based lessors,https://www.business-standard.com/article/companies/dgca-de-registers-2-spicejet-aircrafts-on-request-from-dublin-based-lessors-123030901325_1.html,DGCA de-registers 2 SpiceJet aircrafts on request from Dublin ... Business Standard ...,-0.00467,Neutral,,0.0,Neutral,20230309T180500
Department of Defense Makes Bets $65 million On Sustainable Aviation Fuel With Latest Startup Investment,https://www.benzinga.com/government/23/03/31281647/department-of-defense-makes-bets-65-million-on-sustainable-aviation-fuel-with-latest-startup-investm,"In a bid to increase innovation and ultimately reduce costs, the U.S. Department of Defense ( DOD ) recently invested $65 million in the startup Air Company. The Toyota Motor Corp.- and JetBlue-backed firm will use the funds to refine its production and ultimately build carbon-capture and ...",0.21072,Somewhat-Bullish,,0.115958,Neutral,20230309T171316
Spirit Aerosystems  ( SPR )  Down 8.1% Since Last Earnings Report: Can It Rebound?,https://www.zacks.com/stock/news/2063694/spirit-aerosystems-spr-down-81-since-last-earnings-report-can-it-rebound,Spirit Aerosystems (SPR) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,0.01914,Neutral,,0.034516,Neutral,20230309T163046
GE sticks to 2023 earnings forecast amid renewable energy troubles,https://www.reuters.com/business/ge-sticks-2023-earnings-forecast-2023-03-09/,"CINCINNATI, Ohio, March 9 ( Reuters ) - General Electric Co ( GE.N ) on Thursday reiterated its earnings outlook for this year as booming demand at its aerospace business is expected to make up for challenges at the company's renewable energy business.",0.147164,Neutral,,-0.076016,Neutral,20230309T113400
US To Seize Putin Ally's $25M Boeing Plane For Skirting Sanctions,https://www.benzinga.com/news/23/03/31270978/us-to-seize-putin-allys-25m-boeing-737-jet-for-converting-it-into-contraband,"The U.S. on Wednesday obtained a warrant to seize Vladimir Putin's ally's over $25 million worth jet. What Happened: The President Joe Biden-led administration will be seizing a Boeing owned by Russian oil company Rosneft, whose CEO Igor Sechin is a long-standing ally of the Russian president.",-0.09119,Neutral,,-0.159259,Somewhat-Bearish,20230309T070039
US authorizes seizure of $25M plane owned by Russian oil company Rosneft: DOJ,https://www.foxbusiness.com/politics/us-authorizes-seizure-25m-plane-owned-russian-oil-company-rosneft-doj,"The United States obtained a warrant Wednesday authorizing the seizure of an aircraft owned by PJSC Rosneft Oil Company, a Russian integrated energy company headquartered in Moscow. The Justice Department announced that the U.S District Court for the Eastern District of New York found probable ...",0.028497,Neutral,,0.044335,Neutral,20230309T060549
US gets warrant to seize Russian company's $25 mn Boeing 737 amid sanctions,https://www.business-standard.com/article/international/us-gets-warrant-to-seize-russian-company-s-25-mn-boeing-737-amid-sanctions-123030900193_1.html,US gets warrant to seize Russian companys $25 mn Boeing 737 ... Business Standard ...,0.0,Neutral,,0.069894,Neutral,20230309T054200
"March 8, 2023 - Russia-Ukraine news",https://www.cnn.com/europe/live-news/russia-ukraine-war-news-03-08-23,"Zelensky says he won't meet with Putin because Russian leader can't be trusted Volodymyr Zelensky speaks during a meeting in Kyiv, on March 8. ( Stringer/NurPhoto/Getty Images ) Ukrainian President Volodymyr Zelensky can't currently envisage a situation in which he would meet Russian leader ...",0.081236,Neutral,,0.09202,Neutral,20230309T050300
US issues warrant for $25m aeroplane owned by Russian oil giant,https://www.aljazeera.com/news/2023/3/9/us-issues-warrant-for-25m-airplane-owned-by-russian-oil-giant,"US government alleges the Boeing-made plane violated sanctions and commerce law by travelling to and from Russia. The United States government has requested and obtained a warrant to seize a Russian aircraft valued at $25m, according to a statement released on Wednesday.",-0.10435,Neutral,,-0.197056,Somewhat-Bearish,20230309T010649
"March 8, 2023 - Russia-Ukraine news",https://www.cnn.com/europe/live-news/russia-ukraine-war-news-03-08-23#h_d39af2b18ca52605d9d9b7e581b552fe,"Zelensky says he won't meet with Putin because Russian leader can't be trusted Volodymyr Zelensky speaks during a meeting in Kyiv, on March 8. ( Stringer/NurPhoto/Getty Images ) Ukrainian President Volodymyr Zelensky can't currently envisage a situation in which he would meet Russian leader ...",0.081236,Neutral,,0.09202,Neutral,20230308T234402
"JetBlue is going after traditional airlines serving the transatlantic market with a new route to Paris starting at $479, undercutting both Delta and American",https://www.businessinsider.com/jetblue-flights-newyork-paris-transatlantic-lowcost-2023-3,JetBlue Expands Transatlantic Flights With $479 Route to Paris - Business Insider ...,0.095796,Neutral,,-0.042058,Neutral,20230308T224630
"IBD 50 Stocks To Watch: Growth Stock United Wins Analyst Upgrade, Sets Huge Fleet Expansion Plans",https://www.investors.com/research/growth-stock-ibd-50-tock-united-airlines-rises-on-analyst-upgrade-huge-expansion-plans/,IBD 50 Stocks To Watch: Growth Stock United Wins Analyst Upgrade ... Investor's Business Daily ...,0.417527,Bullish,,0.203169,Somewhat-Bullish,20230308T205400
Lynx Air Adds Montreal to Its Network,https://www.benzinga.com/pressreleases/23/03/g31264868/lynx-air-adds-montreal-to-its-network,"MONTREAL, March 08, 2023 ( GLOBE NEWSWIRE ) -- Lynx Air ( Lynx ) , today announced the addition of Montreal to its network from June 5, 2023, taking the total number of North American destinations served by Lynx to fifteen.",0.294532,Somewhat-Bullish,,0.160107,Somewhat-Bullish,20230308T202436
How Is The Market Feeling About Boeing? - Boeing  ( NYSE:BA ) ,https://www.benzinga.com/short-sellers/23/03/31264755/how-is-the-market-feeling-about-boeing,"Boeing's BA short percent of float has risen 3.5% since its last report. The company recently reported that it has 8.83 million shares sold short, which is 1.48% of all regular shares that are available for trading. Based on its trading volume, it would take traders 1.4 days to cover their short ...",0.267375,Somewhat-Bullish,,0.158881,Somewhat-Bullish,20230308T201558
Southwest CEO says the airline not counting on deploying Boeing MAX 7s in 2023,https://www.reuters.com/business/aerospace-defense/southwest-ceo-says-airline-not-counting-deploying-boeing-max-7s-2023-2023-03-08/,Southwest CEO says the airline not counting on deploying Boeing ... ...,0.105048,Neutral,,0.0,Neutral,20230308T193700
"GE's investors seek solutions to renewable energy, supply chain challenges",https://www.reuters.com/business/energy/ges-investors-seek-solutions-renewable-energy-supply-chain-challenges-2023-03-08/,"GE's investors seek solutions to renewable energy, supply chain ... ...",0.038917,Neutral,,-0.080137,Neutral,20230308T185300
U.S. aviation regulator boosting safety staff,https://www.reuters.com/business/aerospace-defense/us-aviation-regulator-boosting-safety-staff-2023-03-08/,"WASHINGTON, March 8 ( Reuters ) - The acting head of the Federal Aviation Administration said Wednesday the agency plans add nearly 300 employees to its safety office as it ramps up oversight following two fatal Boeing 737 MAX crashes.",-0.162427,Somewhat-Bearish,,-0.384766,Bearish,20230308T160216
Chandler-Gilbert Community College Student Receives Thunderbird Field II Veterans Memorial Aviation Scholarship,https://www.benzinga.com/pressreleases/23/03/g31260518/chandler-gilbert-community-college-student-receives-thunderbird-field-ii-veterans-memorial-aviatio,"SCOTTSDALE, Ariz., March 08, 2023 ( GLOBE NEWSWIRE ) -- Thunderbird Field II Veterans Memorial, Inc. ( ""Tbird2"" ) announced a 2023 Aviation Scholarship has been awarded to Cintia Cantor Navas, a Chandler-Gilbert Community College ( a Maricopa Community College ) student earning an Associate ...",0.306851,Somewhat-Bullish,,0.007977,Neutral,20230308T160032
