title,url,summary,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,time_published
Why RTX's Engine Troubles Spell Bad News: BofA Analyst Lowers Rating To Underperform - RTX  ( NYSE:RTX ) ,https://www.benzinga.com/analyst-ratings/analyst-color/23/09/34584223/why-rtxs-engine-troubles-spell-bad-news-bofa-analyst-lowers-rating-to-underperform,BofA Securities analyst Ronald Epstein downgraded the shares of RTX Corporation RTX to Underperform from Neutral and lowered the price target from $95 to $75.,-0.041495,Neutral,,-0.198439,Somewhat-Bearish,20230914T170320
Next month: Enterprises discuss use of XR / spatial computing / metaverse and try out the latest AR/VR hardware/software for work,https://www.prnewswire.com/news-releases/next-month-enterprises-discuss-use-of-xr--spatial-computing--metaverse-and-try-out-the-latest-arvr-hardwaresoftware-for-work-301926895.html,Next month: Enterprises discuss use of XR / spatial computing / metaverse and try out the latest AR/VR hardware ... PR ...,0.259901,Somewhat-Bullish,,0.184052,Somewhat-Bullish,20230914T140000
Elon Musk's friends 'staged an intervention' when he said he wanted to start his own rocket company and made him watch videos of rockets exploding,https://www.businessinsider.com/elon-musk-spacex-friends-staged-intervention-rocket-company-mars-space-2023-9,Elon Musk's friends staged intervention when he wanted to start SpaceX - Business Insider ...,0.239357,Somewhat-Bullish,,0.0,Neutral,20230914T134800
Lockerbie bombing: three conspiracy theories,https://theweek.com/politics/20283/lockerbie-bombing-three-conspiracy-theories,A free daily digest of the biggest news stories of the day - and the best features from our website Thank you for signing up to TheWeek. You will receive a verification email shortly. There was a problem. Please refresh the page and try again.,-0.142908,Neutral,,-0.10575,Neutral,20230914T121639
Politics | Sep 16th 2023 Edition,https://www.economist.com/the-world-this-week/2023/09/14/politics,"More than 5,300 people died and many thousands more were missing after floods burst two dams and swept through the Libyan port city of Derna. Entire neighbourhoods were wiped out. Earlier, another disaster struck north Africa when Morocco was hit by its worst earthquake in more than a century ...",-0.146439,Neutral,,0.056907,Neutral,20230914T115518
SHAREHOLDER ALERT: Pomerantz Law Firm Investigates Claims on Behalf of Investors of The Boeing Company - BA,https://www.prnewswire.com/news-releases/shareholder-alert-pomerantz-law-firm-investigates-claims-on-behalf-of-investors-of-the-boeing-company---ba-301926890.html,"NEW YORK, Sept. 13, 2023 /PRNewswire/ -- Pomerantz LLP is investigating claims on behalf of investors of The Boeing Company ( ""Boeing"" or the ""Company"" ) ( NYSE: BA ) . Such investors are advised to contact Robert S. Willoughby at [email protected] or 888-476-6529, ext. 7980.",0.007329,Neutral,,-0.030833,Neutral,20230913T215700
Boeing  ( BA )  Stock Sinks As Market Gains: What You Should Know,https://www.zacks.com/stock/news/2148608/boeing-ba-stock-sinks-as-market-gains-what-you-should-know,"Boeing (BA) closed the most recent trading day at $208.40, moving -1.07% from the previous trading session.",0.181381,Somewhat-Bullish,,0.334865,Somewhat-Bullish,20230913T215018
CRS's Future Looks Bright: Analyst Forecasts Steady Earnings Growth And Margin Improvements For FY27 - Carpenter Tech  ( NYSE:CRS ) ,https://www.benzinga.com/analyst-ratings/analyst-color/23/09/34546376/crss-future-looks-bright-analyst-forecasts-steady-earnings-growth-and-margin-improv,"Benchmark analyst Josh Sullivan reiterated a Buy rating on Carpenter Technology Corporation CRS, raising the price target to $100 from $65. Airline demand for aircraft and engines is robust.",0.106312,Neutral,,-0.191032,Somewhat-Bearish,20230913T192303
Air Marakanda announces first direct flights between Samarkand and China - PR Newswire,https://www.prnewswire.com/apac/news-releases/air-marakanda-announces-first-direct-flights-between-samarkand-and-china-301926742.html,Air Marakanda announces first direct flights between Samarkand and China PR ...,0.199636,Somewhat-Bullish,,0.090555,Neutral,20230913T172700
"Boeing's August Performance Triggers Analyst To Lower Estimates, But Long-Term Confidence Persists - Boeing  ( NYSE:BA ) ",https://www.benzinga.com/analyst-ratings/analyst-color/23/09/34541199/boeings-august-performance-triggers-analyst-to-lower-estimates-but-long-term-confid,"Susquehanna analyst Charles Minervino reiterated Boeing Co BA with a Positive and a $270 price target. Boeing posted sequentially lower deliveries and gross orders for August, with deliveries of 35 down from July's 43 and gross orders of 45 down from July's 52.",0.077194,Neutral,,0.065323,Neutral,20230913T170102
Global Biofuel Alliance can turn India into export hub for SAF: Puri,https://www.business-standard.com/economy/news/global-biofuel-alliance-can-turn-india-into-export-hub-for-saf-puri-123091301146_1.html,"The recently launched Global Biofuel Alliance ( GBA ) can turn India into a major production and export hub for sustainable aviation fuel ( SAF ) and give the country a chance to set international standards in the sector, Union Minister for Petroleum and Natural Gas Hardeep Singh Puri told ...",0.125383,Neutral,,0.03913,Neutral,20230913T165106
