future,influential,trustworthy,not clickbait,finbert_Score,bart_Score,vader_Score,future_finbert,future_bart,future_vader,influential_finbert,influential_bart,influential_vader,trustworthy_finbert,trustworthy_bart,trustworthy_vader,clickbait_finbert,clickbait_bart,clickbait_vader,Date,^GSPC_Close,^GSPC_Volume,EURUSD=X_Close,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_Volume,mean_future,mean_influential,mean_trustworthy,mean_clickbait,norm_rsi_14,norm_rsi_gspc_14,norm_slowk_14,vwap_14,norm_roc_14,log_return_1,log_return_7,log_return_14,log_return_28,log_return_gspc_1,log_return_gspc_7,log_return_gspc_14,log_return_gspc_28,daily_variation,high_close_pressure,low_open_pressure,low_norm,close_norm,high_norm,open_norm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-14,3383.5400390625,3839580000.0,1.1842728853225708,10328.734375,10800.0107421875,10266.0087890625,10680.837890625,35453581940,0.0,0.0,0.0,0.0,0.41225998134144703,0.3922407508798332,0.3554119921787375,10503.120034949941,0.0,0.034003650927763474,0.02957635811248771,,,0.0126613350250242,-0.012751049166570994,,,0.051700618269118766,0.011537991706994596,-0.006072920811026278,0.9774246847509659,1.016920482207543,1.0282669060478822,0.9833967754943617
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-15,3401.199951171875,4057190000.0,1.187000036239624,10677.7548828125,10938.6318359375,10656.4599609375,10796.951171875,32509451925,0.0,0.0,0.0,0.0,0.44660710316633895,0.43000273489414675,0.42984185860242485,10447.510534551473,-0.09803512384389655,0.010812510742823633,0.06361277444542246,-0.10317969963766771,,0.005205785930499474,0.020603565850395356,-0.03622008798866183,,0.026426142770349537,0.013268769101504378,-0.001994325783716713,1.019999924929006,1.0334472634574403,1.0470084523735885,1.0220382020673322
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-16,3385.489990234375,4718900000.0,1.1844412088394165,10797.76171875,11100.1240234375,10704.884765625,10974.9052734375,30769986455,0.0,0.0,0.0,0.0,0.4952880956701724,0.4058450804958003,0.6933454284445798,10415.241822024194,-0.03847271694975971,0.016347532426243205,0.0690804711619073,-0.03923233884860977,,-0.00462964689215184,-0.003970841703937467,-0.056098785024683906,,0.03660381365206258,0.011596732106299518,-0.008601500527995711,1.0278095265141443,1.0537350414879312,1.0657576860063918,1.0367269337824614
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-17,3357.010009765625,4379840000.0,1.1803449392318726,10973.251953125,11037.4208984375,10774.6279296875,10948.990234375,38151810523,0.0,0.0,0.0,0.0,0.4885480677973184,0.3657311878420746,0.8723134093155496,10439.841004493699,0.06868452597914591,-0.0023640918305822822,0.054992084417801124,0.06642847715048994,,-0.008447949528552101,0.0053224546929069305,-0.02878914041104963,,0.02394850404169941,0.00805874725562247,-0.018100743907637624,1.0320682015223888,1.0487698260598168,1.0572403251818279,1.0510937808728793
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-18,3319.469970703125,7076400000.0,1.1848200559616089,10951.8203125,11034.908203125,10829.6572265625,10944.5859375,26341903912,0.0,0.0,0.0,0.0,0.4873342872539375,0.3207309227490077,0.8685924038685257,10464.2629650158,0.04117010465438949,-0.000402336913788659,0.05095111225559101,0.04034518133112641,,-0.011245576947828795,-0.006456052413009061,-0.031868436604604256,,0.01874126589971844,0.008247237723751688,-0.011154591880773244,1.034918298858533,1.0459012712209181,1.054532769294597,1.0465926123143316
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-19,3319.469970703125,7076400000.0,1.1848200559616089,10933.7529296875,11134.0927734375,10909.6181640625,11094.3466796875,22764204008,0.0,0.0,0.0,0.0,0.5300863445931696,0.3207309227490077,0.9673570084583044,10512.803666309801,0.09093595253992433,0.013590771382837374,0.0605831691393508,0.08703599984808186,,0.0,-0.006456052413009061,-0.031868436604604256,,0.020530426361245364,0.003635173943073176,-0.0022073633618946062,1.0377458297850994,1.055317594795512,1.0590983268448866,1.0400415794624518
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-20,3319.469970703125,7076400000.0,1.1848200559616089,11095.8701171875,11095.8701171875,10814.4775390625,10938.271484375,24699523788,0.0,0.0,0.0,0.0,0.48471995364681314,0.3207309227490077,0.8391743167829891,10557.571878706492,0.06399780375944707,-0.014167885530092406,0.05782015120520434,0.06203332678146545,,0.0,-0.006456052413009061,-0.031868436604604256,,0.025360118237967022,0.0142033595516209,-0.025360118237967022,1.0243337827397756,1.0360593903638333,1.0509869356955739,1.0509869356955739
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-21,3281.06005859375,4836070000.0,1.1845533847808838,10934.92578125,10988.3046875,10380.2607421875,10462.259765625,28884999244,0.0,0.0,0.0,0.0,0.37836322440847725,0.2771522388489366,0.4349512697142876,10584.415184887379,0.008939266274034973,-0.044493310828050525,-0.02067681055060966,0.008899547561878052,,-0.011638564027299125,-0.030755951465332387,-0.04350700063190338,,0.05560567647885699,0.048106858006938064,-0.05072417043868539,0.9807117881211449,0.9884589354131917,1.0381588869632874,1.0331157263051327
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-22,3315.570068359375,3974510000.0,1.176800012588501,10459.6240234375,10568.0771484375,10382.7265625,10538.4599609375,23621787804,0.0,0.0,0.0,0.0,0.4010205739049953,0.36114161028400216,0.4666811233546045,10610.4543295214,0.040166085234686434,0.007256944592073822,-0.02423237670135947,0.03938039774406299,,0.010463016398377434,-0.025498720997454427,-0.0048951551470590715,,0.01772057824661517,0.002831572858989483,-0.007351837959489872,0.978537416028662,0.9932147704190581,0.996006091749908,0.9857847457422962
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-23,3236.919921875,4378650000.0,1.1708368062973022,10535.4921875,10537.828125,10197.865234375,10246.1865234375,23788661867,0.0,0.0,0.0,0.0,0.3485458389794661,0.2810050420429674,0.1060649261523517,10617.165150147426,0.0003748034451024984,-0.028125828810468434,-0.06870573793807111,0.0003747332238361878,,-0.0240073389143749,-0.044876413019677486,-0.04884725472361495,,0.03226834442802343,0.027681820305322114,-0.03204662365234182,0.9605073567338638,0.9650585988384315,0.9925274756467055,0.9923074604668561
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-24,3246.590087890625,4601920000.0,1.1658544540405271,10248.7861328125,10771.056640625,10231.490234375,10760.06640625,47144380902,0.0,0.0,0.0,0.0,0.4779033040515452,0.3015271430846342,0.6234340188812441,10643.98401684111,0.038301883912085485,0.0489361364351204,-0.017405509672368424,0.0375865747454327,,0.002983005554629159,-0.033445457936496226,-0.028123003243589295,,0.052646859760545194,0.0010723449814035713,-0.001687604581983175,0.9612462982081282,1.010905915419003,1.0119384455653855,0.9628712441315845
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25,3298.4599609375,3803330000.0,1.1673243045806885,10761.109375,10777.6962890625,10578.9140625,10692.716796875,39348590957,0.0,0.0,0.0,0.0,0.464874588890544,0.4003895360407841,0.5285590754951773,10679.648755296133,0.02805539288770134,-0.006278889783731145,-0.02328206254231091,0.027669049713280103,,0.01585043922418805,-0.00634944176447938,-0.012805494177488441,,0.018472280100071,0.007896908137085077,-0.01693090425446958,0.9905676024460843,1.0012236396419298,1.0091807826280563,1.0076276497074372
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-26,3298.4599609375,3803330000.0,1.1673243045806885,10695.5751953125,10772.9990234375,10667.28125,10750.7236328125,46852525493,0.0,0.0,0.0,0.0,0.4780723611872961,0.4003895360407841,0.5905171289781861,10704.302506796987,0.02954871524092465,0.005410230472936206,-0.03146260345221208,0.029120565687138722,,0.0,-0.00634944176447938,-0.012805494177488441,,0.009884253208170837,0.0020826734624578708,-0.0026453879100303327,0.9965414601489935,1.0043366791984847,1.0064176546390475,0.9991846912511165
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-27,3298.4599609375,3803330000.0,1.1673243045806885,10746.892578125,10803.9765625,10622.921875,10775.26953125,53745972818,0.0,0.0,0.0,0.0,0.48387313539210536,0.4003895360407841,0.6167350059507853,10733.026230709944,0.04373540773583681,0.0022805831897407813,-0.015014134732378892,0.04280601647282545,,0.0,-0.00634944176447938,-0.012805494177488441,,0.016847166395664154,0.0026711936535433844,-0.011535492908651464,0.9897415366977389,1.0039358238424114,1.0066104684983486,1.0012919326867367
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-28,3351.60009765625,3950910000.0,1.1635348796844482,10776.61328125,10945.34765625,10703.8935546875,10709.65234375,47762394731,0.0,0.0,0.0,0.0,0.46887102279955095,0.4923332131292604,0.546648211061472,10749.245169953776,0.0026977708509452803,-0.006108227146349066,0.023370948949322568,0.0026941383987129086,,0.015982191853854744,0.02127131411667449,-0.009484637348657898,,0.022405378690038072,0.02187100031789034,-0.006747920210612318,0.9957809488434552,0.9963166877694403,1.0182433727388012,1.0025460495935774
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-29,3335.469970703125,3661590000.0,1.167883276939392,10709.650390625,10860.0009765625,10649.4951171875,10844.640625,46582396602,0.0,0.0,0.0,0.0,0.5030086167454855,0.468833059840919,0.6908314097154783,10749.421719108685,0.0044169370006253575,0.012525583307516186,0.02863958766476493,0.004407210963405461,-0.09877248867426225,-0.004824282704444016,0.005984015013853039,-0.019514705983601388,-0.05573479397226322,0.019655717198693277,0.0014342533138099565,-0.005616922237737905,0.9907040020819399,1.0088580491471508,1.010286995928092,0.9963001425078537
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-30,3363.0,4738640000.0,1.1742050647735596,10843.87109375,10847.2568359375,10669.3212890625,10784.4912109375,44171073700,0.0,0.0,0.0,0.0,0.4879586362277572,0.5116754498676565,0.6265848333727966,10740.322998207112,-0.017349950432907886,-0.005561903231040333,0.05120351324419303,-0.017502224693878077,-0.05673456354248785,0.008219842568379931,0.03821119649660787,-0.006665216523069617,-0.06276400154775352,0.016408858546608448,0.005788119801255822,-0.016096632206196546,0.9933892389310393,1.0041123728530101,1.009956296262993,1.009641059729784
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-01,3380.800048828125,4076340000.0,1.1726078987121582,10795.2548828125,10933.6240234375,10472.3564453125,10619.4521484375,40023134100,0.0,0.0,0.0,0.0,0.44832251960174213,0.5376423385297793,0.45030390206707643,10721.947398499351,-0.030097577848128478,-0.01542167540122108,-0.01315429859214845,-0.030559808264516874,0.035868668885973065,0.005278949564294422,0.04050714050627313,0.007061682569776906,-0.021727457841272724,0.042728734349700266,0.02910277509984539,-0.029911145313863578,0.976721490610765,0.9904406124883437,1.0197423674143165,1.0068371426932583
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-02,3348.419921875,3975180000.0,1.1744946241378784,10619.8212890625,10657.837890625,10416.689453125,10575.974609375,48661453918,0.0,0.0,0.0,0.0,0.4382237858005426,0.48691875829022335,0.4038648290335737,10695.913196018093,-0.033679787451986465,-0.0041025453782754795,-0.010977954186692784,-0.034260016729003695,0.006085164602122717,-0.00962381286637104,0.01503288841571404,0.00868344665123466,-0.023184989953369595,0.02270739129559196,0.007708536614859246,-0.019127613394653662,0.9738943521907935,0.9887865033639442,0.996440200598555,0.9928858896326944
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-03,3348.419921875,3975180000.0,1.1744946241378784,10575.1005859375,10598.9404296875,10511.1298828125,10549.3291015625,44660271563,0.0,0.0,0.0,0.0,0.43180420064804986,0.48691875829022335,0.3913830246520879,10670.292063121191,-0.049125702834116936,-0.002522616697699931,-0.01891080135732892,-0.050373404809541,0.03666259503854086,0.0,0.01503288841571404,0.00868344665123466,-0.023184989953369595,0.008303518832886396,0.00469133392366706,-0.006049181528359798,0.9850836153905488,0.9886635753882722,0.9933130571298702,0.9910788311490842
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-04,3348.419921875,3975180000.0,1.1744946241378784,10550.4404296875,10686.0,10534.3916015625,10669.5830078125,71251776995,0.0,0.0,0.0,0.0,0.46957002350067567,0.48691875829022335,0.5967791354196267,10654.185257756582,-0.02456407092713996,0.011334718114117237,-0.009856666432952466,-0.024870801165331358,0.03716252561613409,0.0,0.01503288841571404,0.00868344665123466,-0.023184989953369595,0.014369864409725935,0.0015560480433882953,-0.0015211524326359672,0.9887561879866066,1.0014452301779442,1.0029861262474533,0.9902625282403877
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-05,3408.60009765625,3692720000.0,1.1720443964004517,10676.529296875,10793.5078125,10634.6005859375,10793.33984375,47537578009,0.0,0.0,0.0,0.0,0.5059628064327604,0.5790968249836497,0.7966402847056918,10662.776319661403,0.03164517853139176,0.011532279024732972,0.007783839738129572,0.03115478868745214,0.04005433624933019,0.01781310900290123,0.016863805564760526,0.038135119681435015,-0.005371880950468366,0.014883790616208195,1.573252368156421e-05,-0.003927185489929996,0.9973575612130258,1.0122447963058032,1.0122605491214833,1.0012898120340608
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-06,3360.969970703125,4453390000.0,1.1792453527450562,10796.306640625,10797.578125,10528.890625,10604.40625,42623695307,0.0,0.0,0.0,0.0,0.45467512420379,0.5021965099755067,0.5438803692603558,10667.6094887584,0.006257678001049541,-0.01765966406225239,-0.022401407631639003,0.0062381800331259285,0.04561857777718892,-0.014072064387523397,0.007616023881681144,0.013600038895534183,0.008704883748475112,0.024886983015929384,0.017892403525583564,-0.02476921270638523,0.9869962559180121,0.9940752200551581,1.0121834827548348,1.012064291629931
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-07,3419.43994140625,3814750000.0,1.1737639904022217,10603.35546875,10680.5078125,10562.5068359375,10668.96875,37799458436,0.0,0.0,0.0,0.0,0.4742861249589671,0.576537408582975,0.6128373849163463,10678.170728803565,0.04126239802441743,0.006069812450622436,-0.010769691949976234,0.0404338212942168,0.040808554518052986,0.01724716377024116,0.01664334508354237,0.05485454158015024,0.006007286856535288,0.011128644787045963,0.001088246313537983,-0.0038524251057024624,0.9891681922116051,0.9991382438961438,1.0002188655487714,0.9929936257853832
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-08,3446.830078125,3867640000.0,1.176747441291809,10669.37109375,10945.7373046875,10562.6064453125,10915.685546875,63314794397,0.0,0.0,0.0,0.0,0.5420591533867928,0.6062052404405537,0.9431965223490757,10696.697966655369,0.014462656153739756,0.0228613846473138,0.027513368098558644,0.014359069506410194,0.05194564425184289,0.00797821289486933,0.01934260841411728,0.05984974892039041,0.031726745676801116,0.03590941359228135,0.0028166381643716554,-0.010006648704912097,0.9874642135581588,1.0204724468151085,1.0232818893090612,0.997445298260215
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-09,3477.139892578125,3944090000.0,1.1767003536224363,10927.9130859375,11102.671875,10846.8505859375,11064.4580078125,22799117613,0.0,0.0,0.0,0.0,0.5774351988816746,0.6365503541476798,0.944293226810317,10708.184947250056,0.034765833417204434,0.01353719392318986,0.045153107400023984,0.0341751532133312,0.0618442029266113,0.008755095180752903,0.03772151646124122,0.05275440487695526,0.03994891069946682,0.023409894190291616,0.00349690438485233,-0.00741793051999239,1.0129494997864277,1.0332710970456238,1.0368397566621457,1.020519643596917
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-10,3477.139892578125,3944090000.0,1.1767003536224363,11059.142578125,11442.2109375,11056.9404296875,11296.361328125,22877978588,0.0,0.0,0.0,0.0,0.6259425256463202,0.6365503541476798,0.8577800547358718,10726.65250626743,0.05075357845188656,0.02074267777372718,0.0684184018714511,0.049507600514122174,0.0786281662012609,0.0,0.03772151646124122,0.05275440487695526,0.03994891069946682,0.03483728553916699,0.013188148027270282,-0.00019912469903913283,1.030791332452234,1.0531115202552426,1.066708456418671,1.0309966293457629
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-11,3477.139892578125,3944090000.0,1.1767003536224363,11296.08203125,11428.8134765625,11288.6279296875,11384.181640625,19968627060,0.0,0.0,0.0,0.0,0.642670950213086,0.6365503541476799,0.9434148403917976,10747.306511125124,0.05651015110193372,0.0077441489400023045,0.06482783269733616,0.0549711662643837,0.09777718273720915,0.0,0.03772151646124122,0.05275440487695526,0.03994891069946682,0.012410103475451423,0.003951089927819968,-0.0006598838023554212,1.0503681008820234,1.0592590458679683,1.0634118850831984,1.0510616794595753
